miRNA_ID,miRNA_location,PCG,PCG_embl,lncRNA_embl,Intragenic/Intergenic,PCG_exon/intron,lncRNA_exon/intron
hsa-miR-3199-1,chr22:27920525-27920612[-],,,ENSG00000235954,Intragenic,,intron
hsa-miR-3199-2,chr22:27920526-27920611[+],,,ENSG00000235954,Intragenic,,intron
hsa-miR-5739,chr22:28459869-28459948[+],TTC28,ENSG00000100154,,Intragenic,intron,
hsa-miR-6818,chr22:30007049-30007113[+],MTMR3,ENSG00000100330,ENSG00000279159,Intragenic,intron,intron
hsa-miR-3200,chr22:30731557-30731641[+],OSBP2,ENSG00000184792,,Intragenic,intron,
hsa-miR-3928,chr22:31160062-31160119[-],,,,Intergenic,,
hsa-miR-7109,chr22:31621467-31621531[-],PISD,ENSG00000241878,,Intragenic,exon,
hsa-miR-4764,chr22:33436582-33436669[-],LARGE1,ENSG00000133424,,Intragenic,intron,
hsa-miR-3909,chr22:35335640-35335758[+],TOM1,ENSG00000100284,,Intragenic,intron,
hsa-miR-6069,chr22:35336721-35336799[-],TOM1,ENSG00000100284,,Intragenic,intron,
hsa-miR-6819,chr22:36286847-36286907[-],MYH9,ENSG00000100345,,Intragenic,intron,
hsa-miR-658,chr22:37844272-37844371[-],ANKRD54,ENSG00000100124,,Intragenic,intron,
hsa-miR-659,chr22:37847678-37847774[-],ANKRD54,ENSG00000100124,,Intragenic,intron,
hsa-miR-6820,chr22:37967563-37967624[+],POLR2F,ENSG00000100142,,Intragenic,intron,
hsa-miR-4534,chr22:37988794-37988853[+],POLR2F,ENSG00000100142,,Intragenic,intron,
hsa-miR-4766,chr22:40813883-40813958[-],SLC25A17,ENSG00000100372,,Intragenic,intron,
hsa-miR-1281,chr22:41092513-41092566[+],,,,Intergenic,,
hsa-miR-6889,chr22:41252992-41253050[-],RANGAP1,ENSG00000100401,,Intragenic,intron,
hsa-miR-33a,chr22:41900944-41901012[+],SREBF2,ENSG00000198911,,Intragenic,intron,
hsa-miR-378i,chr22:41923222-41923297[-],TNFRSF13C,ENSG00000159958,,Intragenic,intron,
hsa-miR-1249,chr22:45200954-45201019[-],KIAA0930,ENSG00000100364,,Intragenic,intron,
hsa-miR-4762,chr22:45760524-45760598[+],ATXN10,ENSG00000130638,,Intragenic,intron,
hsa-miR-3619,chr22:46091044-46091126[+],,,ENSG00000197182,Intragenic,,intron
hsa-let-7a-3,chr22:46112749-46112822[+],,,ENSG00000197182,Intragenic,,exon
hsa-miR-4763,chr22:46113566-46113657[+],,,ENSG00000197182,Intragenic,,exon
hsa-let-7b,chr22:46113686-46113768[+],,,ENSG00000197182,Intragenic,,exon
hsa-miR-3201,chr22:48274364-48274415[+],,,,Intergenic,,
hsa-miR-4535,chr22:48780295-48780353[+],TAFA5,ENSG00000219438,,Intragenic,intron,
hsa-miR-3667,chr22:49543393-49543466[-],,,ENSG00000188511,Intragenic,,intron
hsa-miR-6821,chr22:49962866-49962939[+],PIM3,ENSG00000198355,,Intragenic,intron,
hsa-miR-4790,chr3:5250177-5250255[-],,,,Intergenic,,
hsa-miR-378b,chr3:10330229-10330285[+],ATP2B2,ENSG00000157087,,Intragenic,intron,
hsa-miR-885,chr3:10394489-10394562[-],ATP2B2,ENSG00000157087,,Intragenic,intron,
hsa-miR-4270,chr3:15496239-15496308[-],COLQ,ENSG00000206561,,Intragenic,intron,
hsa-miR-3134,chr3:15697298-15697371[-],BTD,ENSG00000169814,,Intragenic,intron,
hsa-miR-563,chr3:15873771-15873849[+],,,ENSG00000287042,Intragenic,,intron
hsa-miR-3714,chr3:16933196-16933260[+],PLCL2,ENSG00000154822,,Intragenic,intron,
hsa-miR-4791,chr3:19314848-19314931[-],KCNH8,ENSG00000183960,,Intragenic,intron,
hsa-miR-3135a,chr3:20137565-20137641[+],KAT2B,ENSG00000114166,,Intragenic,intron,
hsa-miR-4442,chr3:25664873-25664939[-],TOP2B,ENSG00000077097,,Intragenic,exon,
hsa-miR-466,chr3:31161704-31161787[-],,,,Intergenic,,
hsa-miR-548ay,chr3:32506283-32506389[-],,,,Intergenic,,
hsa-miR-128-2,chr3:35744476-35744559[+],ARPP21,ENSG00000172995,,Intragenic,intron,
hsa-miR-26a-1,chr3:37969404-37969480[+],CTDSPL,ENSG00000144677,,Intragenic,intron,
hsa-miR-6822,chr3:39138206-39138266[+],TTC21A,ENSG00000168026,,Intragenic,exon,
hsa-miR-138-1,chr3:44114212-44114310[+],,,,Intergenic,,
hsa-miR-564,chr3:44861888-44861981[+],TMEM42,ENSG00000169964,,Intragenic,exon,
hsa-miR-1226,chr3:47849555-47849629[+],DHX30,ENSG00000132153,,Intragenic,intron,
hsa-miR-4443,chr3:48196564-48196616[+],,,,Intergenic,,
hsa-miR-2115,chr3:48316360-48316459[-],SPINK8,ENSG00000229453,,Intragenic,intron,
hsa-miR-6823,chr3:48549961-48550021[-],PFKFB4,ENSG00000114268,,Intragenic,intron,
hsa-miR-711,chr3:48578902-48578977[-],COL7A1,ENSG00000114270,,Intragenic,exon,
hsa-miR-6824,chr3:48633636-48633698[-],SLC26A6,ENSG00000225697,,Intragenic,exon,
hsa-miR-4793,chr3:48644194-48644280[-],CELSR3,ENSG00000008300,,Intragenic,exon,
hsa-miR-425,chr3:49020148-49020234[-],DALRD3,ENSG00000178149,,Intragenic,intron,
hsa-miR-191,chr3:49020618-49020709[-],DALRD3,ENSG00000178149,,Intragenic,intron,
hsa-miR-6890,chr3:49099854-49099914[-],QARS1,ENSG00000172053,,Intragenic,exon,
hsa-miR-4271,chr3:49274120-49274186[+],C3orf62,ENSG00000188315,,Intragenic,exon,
hsa-miR-5193,chr3:49806137-49806245[-],UBA7,ENSG00000182179,,Intragenic,exon,
hsa-miR-5787,chr3:50227436-50227490[+],GNAI2,ENSG00000114353,,Intragenic,intron,
hsa-miR-6872,chr3:50273236-50273297[+],SEMA3B,ENSG00000012171,,Intragenic,exon,
hsa-miR-4787,chr3:50675080-50675163[+],DOCK3,ENSG00000088538,,Intragenic,intron,
hsa-let-7g,chr3:52268278-52268361[-],WDR82,ENSG00000164091,,Intragenic,intron,
hsa-miR-135a-1,chr3:52294219-52294308[-],GLYCTK,ENSG00000168237,ENSG00000242797,Intragenic,exon,intron
hsa-miR-8064,chr3:52846463-52846552[-],STIMATE-MUSTN1,ENSG00000248592,,Intragenic,intron,
hsa-miR-3938,chr3:55852492-55852594[-],ERC2,ENSG00000187672,,Intragenic,intron,
hsa-miR-548bb,chr3:60617805-60617870[-],FHIT,ENSG00000189283,,Intragenic,intron,
hsa-miR-4272,chr3:67225464-67225527[+],,,,Intergenic,,
hsa-miR-3136,chr3:69048958-69049035[-],TMF1,ENSG00000144747,ENSG00000244513,Intragenic,intron,intron
hsa-miR-1284,chr3:71541970-71542089[-],FOXP1,ENSG00000114861,,Intragenic,intron,
hsa-miR-4444-2,chr3:75214476-75214549[+],,,ENSG00000287398,Intragenic,,exon
hsa-miR-1324,chr3:75630763-75630858[+],,,,Intergenic,,
hsa-miR-4273,chr3:75738280-75738363[+],ZNF717,ENSG00000227124,ENSG00000242516,Intragenic,intron,intron
hsa-miR-3923,chr3:79507887-79507969[+],ROBO1,ENSG00000169855,,Intragenic,intron,
hsa-miR-5688,chr3:85385710-85385792[+],CADM2,ENSG00000175161,,Intragenic,intron,
hsa-miR-4795,chr3:87226189-87226277[-],,,,Intergenic,,
hsa-miR-8060,chr3:96359964-96360039[+],,,,Intergenic,,
hsa-miR-3921,chr3:99964314-99964398[-],CMSS1,ENSG00000184220,,Intragenic,intron,
hsa-miR-548ab,chr3:103524033-103524116[-],,,,Intergenic,,
hsa-miR-4445,chr3:109602828-109602897[+],,,ENSG00000228980,Intragenic,,intron
hsa-miR-567,chr3:112112801-112112898[+],C3orf52,ENSG00000114529,,Intragenic,intron,
hsa-miR-8076,chr3:113432118-113432200[-],CFAP44,ENSG00000206530,ENSG00000243849,Intragenic,intron,intron
hsa-miR-4446,chr3:113594876-113594942[+],SIDT1,ENSG00000072858,,Intragenic,intron,
hsa-miR-568,chr3:114316475-114316569[-],ZBTB20,ENSG00000181722,ENSG00000259976,Intragenic,exon,exon
hsa-miR-4796,chr3:114743445-114743525[-],ZBTB20,ENSG00000181722,,Intragenic,intron,
hsa-miR-4447,chr3:116850277-116850367[-],LSAMP,ENSG00000185565,,Intragenic,intron,
hsa-miR-198,chr3:120395668-120395729[-],FSTL1,ENSG00000163430,,Intragenic,exon,
hsa-miR-5682,chr3:121049640-121049715[+],STXBP5L,ENSG00000145087,,Intragenic,intron,
hsa-miR-7110,chr3:123161794-123161879[+],PDIA5,ENSG00000065485,,Intragenic,intron,
hsa-miR-5002,chr3:124132929-124133025[+],KALRN,ENSG00000160145,,Intragenic,intron,
hsa-miR-6083,chr3:124374332-124374437[+],KALRN,ENSG00000160145,,Intragenic,intron,
hsa-miR-544b,chr3:124732439-124732516[+],UMPS,ENSG00000114491,,Intragenic,intron,
hsa-miR-5092,chr3:125151465-125151552[-],SLC12A8,ENSG00000221955,,Intragenic,intron,
hsa-miR-548i-1,chr3:125790404-125790552[-],,,ENSG00000272840,Intragenic,,intron
hsa-miR-6825,chr3:127575266-127575331[-],TPRA1,ENSG00000163870,,Intragenic,intron,
hsa-miR-7976,chr3:127587111-127587176[-],TPRA1,ENSG00000163870,,Intragenic,intron,
hsa-miR-6826,chr3:129272146-129272243[+],COPG1,ENSG00000181789,,Intragenic,intron,
hsa-miR-5704,chr3:131985855-131985931[-],CPNE4,ENSG00000196353,,Intragenic,intron,
hsa-miR-5186,chr3:151565876-151565995[-],,,,Intergenic,,
hsa-miR-3919,chr3:159282646-159282734[+],IQCJ-SCHIP1,ENSG00000283154,,Intragenic,intron,
hsa-miR-15b,chr3:160404588-160404685[+],SMC4,ENSG00000113810,,Intragenic,intron,
hsa-miR-16-2,chr3:160404745-160404825[+],SMC4,ENSG00000113810,,Intragenic,intron,
hsa-miR-1263,chr3:164171471-164171556[-],,,,Intergenic,,
hsa-miR-551b,chr3:168551854-168551949[+],,,,Intergenic,,
hsa-miR-6828,chr3:170423103-170423162[+],CLDN11,ENSG00000013297,,Intragenic,intron,
hsa-miR-569,chr3:171106664-171106759[-],TNIK,ENSG00000154310,,Intragenic,intron,
hsa-miR-4789,chr3:175369540-175369621[+],NAALADL2,ENSG00000177694,,Intragenic,intron,
hsa-miR-7977,chr3:176515103-176515151[+],,,ENSG00000223715,Intragenic,,intron
hsa-miR-4448,chr3:183886800-183886885[+],,,,Intergenic,,
hsa-miR-1224,chr3:184241405-184241489[+],VWA5B2,ENSG00000145198,,Intragenic,intron,
hsa-miR-5588,chr3:185253210-185253272[-],EHHADH,ENSG00000113790,,Intragenic,intron,
hsa-miR-548aq,chr3:185767847-185767904[-],IGF2BP2,ENSG00000073792,,Intragenic,intron,
hsa-miR-1248,chr3:186786672-186786777[+],EIF4A2,ENSG00000156976,,Intragenic,exon,
hsa-miR-28,chr3:188688781-188688866[+],LPP,ENSG00000145012,,Intragenic,intron,
hsa-miR-944,chr3:189829922-189830009[+],TP63,ENSG00000073282,,Intragenic,intron,
hsa-miR-3137,chr3:195134506-195134580[-],XXYLT1,ENSG00000173950,,Intragenic,intron,
hsa-miR-570,chr3:195699401-195699497[+],,,ENSG00000242086,Intragenic,,intron
hsa-miR-6829,chr3:195882329-195882395[-],TNK2,ENSG00000061938,,Intragenic,intron,
hsa-miR-4797,chr3:197293878-197293948[-],DLG1,ENSG00000075711,,Intragenic,intron,
hsa-miR-922,chr3:197674496-197674576[-],RUBCN,ENSG00000145016,ENSG00000287286,Intragenic,exon,exon
hsa-miR-571,chr4:350157-350252[+],ZNF141,ENSG00000131127,,Intragenic,intron,
hsa-miR-943,chr4:1986384-1986477[-],NELFA,ENSG00000185049,,Intragenic,exon,
hsa-miR-4800,chr4:2250077-2250156[-],MXD4,ENSG00000123933,,Intragenic,exon,
hsa-miR-378d-1,chr4:5923275-5923328[-],C4orf50,ENSG00000181215,,Intragenic,intron,
hsa-miR-4798,chr4:7310450-7310524[+],SORCS2,ENSG00000184985,,Intragenic,intron,
hsa-miR-4274,chr4:7460028-7460118[+],SORCS2,ENSG00000184985,,Intragenic,intron,
hsa-miR-95,chr4:8005301-8005381[-],ABLIM2,ENSG00000163995,,Intragenic,intron,
hsa-miR-548i-2,chr4:9556168-9556316[-],,,,Intergenic,,
hsa-miR-3138,chr4:10078611-10078692[-],WDR1,ENSG00000071127,,Intragenic,intron,
hsa-miR-572,chr4:11368827-11368921[+],,,,Intergenic,,
hsa-miR-5091,chr4:13627865-13627957[+],,,,Intergenic,,
hsa-miR-218-1,chr4:20528275-20528384[+],SLIT2,ENSG00000145147,,Intragenic,intron,
hsa-miR-7978,chr4:21464700-21464758[-],KCNIP4,ENSG00000185774,,Intragenic,intron,
hsa-miR-573,chr4:24520192-24520290[-],DHX15,ENSG00000109606,,Intragenic,intron,
hsa-miR-4275,chr4:28819582-28819668[+],,,,Intergenic,,
hsa-miR-1255b-1,chr4:36426366-36426428[-],,,,Intergenic,,
hsa-miR-4801,chr4:37241910-37241991[-],,,,Intergenic,,
hsa-miR-574,chr4:38868032-38868127[+],FAM114A1,ENSG00000197712,,Intragenic,intron,
hsa-miR-5591,chr4:39411910-39411974[+],KLB,ENSG00000134962,,Intragenic,intron,
hsa-miR-4802,chr4:40502040-40502119[-],RBM47,ENSG00000163694,,Intragenic,intron,
hsa-miR-8053,chr4:47652669-47652743[+],CORIN,ENSG00000145244,,Intragenic,intron,
hsa-miR-4449,chr4:52712682-52712747[+],,,ENSG00000286161,Intragenic,,exon
hsa-miR-548ag-1,chr4:60922619-60922684[+],,,,Intergenic,,
hsa-miR-1269a,chr4:66276824-66276928[+],,,ENSG00000287383,Intragenic,,intron
hsa-miR-4450,chr4:76573568-76573632[+],SHROOM3,ENSG00000138771,,Intragenic,intron,
hsa-miR-548ah,chr4:76575551-76575626[+],SHROOM3,ENSG00000138771,,Intragenic,intron,
hsa-miR-575,chr4:82753337-82753430[-],SCD5,ENSG00000145284,,Intragenic,intron,
hsa-miR-4451,chr4:85722468-85722533[+],ARHGAP24,ENSG00000138639,,Intragenic,intron,
hsa-miR-4452,chr4:86542482-86542552[-],MAPK10,ENSG00000109339,,Intragenic,intron,
hsa-miR-5705,chr4:87300495-87300583[-],,,,Intergenic,,
hsa-miR-3684,chr4:98997387-98997460[+],METAP1,ENSG00000164024,,Intragenic,intron,
hsa-miR-8066,chr4:101240795-101240872[-],PPP3CA,ENSG00000138814,,Intragenic,intron,
hsa-miR-1255a,chr4:101330302-101330414[-],PPP3CA,ENSG00000138814,,Intragenic,intron,
hsa-miR-576,chr4:109488698-109488795[+],SEC24B,ENSG00000138802,,Intragenic,intron,
hsa-miR-297,chr4:110860582-110860647[-],,,,Intergenic,,
hsa-miR-367,chr4:112647874-112647941[-],LARP7,ENSG00000174720,ENSG00000249532,Intragenic,intron,exon
hsa-miR-302d,chr4:112648004-112648071[-],LARP7,ENSG00000174720,ENSG00000249532,Intragenic,intron,exon
hsa-miR-302a,chr4:112648183-112648251[-],LARP7,ENSG00000174720,ENSG00000249532,Intragenic,intron,exon
hsa-miR-302c,chr4:112648363-112648430[-],LARP7,ENSG00000174720,ENSG00000249532,Intragenic,intron,exon
hsa-miR-302b,chr4:112648485-112648557[-],LARP7,ENSG00000174720,ENSG00000249532,Intragenic,intron,exon
hsa-miR-1243,chr4:113106863-113106955[+],ANK2,ENSG00000145362,,Intragenic,intron,
hsa-miR-8082,chr4:113152282-113152362[+],ANK2,ENSG00000145362,,Intragenic,intron,
hsa-miR-577,chr4:114656759-114656854[+],UGT8,ENSG00000174607,,Intragenic,intron,
hsa-miR-1973,chr4:116299725-116299768[+],,,,Intergenic,,
hsa-miR-2054,chr4:125507259-125507307[+],,,,Intergenic,,
hsa-miR-3139,chr4:143343460-143343535[+],GAB1,ENSG00000109458,,Intragenic,intron,
hsa-miR-7849,chr4:146408583-146408688[+],SLC10A7,ENSG00000120519,,Intragenic,exon,
hsa-miR-548g,chr4:147344629-147344717[-],,,,Intergenic,,
hsa-miR-4799,chr4:147782595-147782668[+],ARHGAP10,ENSG00000071205,,Intragenic,intron,
hsa-miR-3140,chr4:152489327-152489416[-],FBXW7,ENSG00000109670,ENSG00000287555,Intragenic,intron,intron
hsa-miR-4453,chr4:152536428-152536516[+],,,ENSG00000268471,Intragenic,,exon
hsa-miR-3688-1,chr4:159128802-159128894[-],RAPGEF2,ENSG00000109756,,Intragenic,intron,
hsa-miR-3688-2,chr4:159128805-159128891[+],RAPGEF2,ENSG00000109756,,Intragenic,intron,
hsa-miR-4454,chr4:163093574-163093628[-],,,,Intergenic,,
hsa-miR-578,chr4:165386242-165386337[+],CPE,ENSG00000109472,,Intragenic,intron,
hsa-miR-6082,chr4:171186184-171186292[+],,,,Intergenic,,
hsa-miR-548t,chr4:173268160-173268233[+],GALNT7,ENSG00000109586,,Intragenic,intron,
hsa-miR-4276,chr4:174423795-174423864[+],,,,Intergenic,,
hsa-miR-1305,chr4:182169293-182169378[+],TENM3,ENSG00000218336,ENSG00000248266,Intragenic,intron,intron
hsa-miR-3945,chr4:184851013-184851110[-],,,ENSG00000251230,Intragenic,,exon
hsa-miR-4455,chr4:184938383-184938440[-],,,ENSG00000289197,Intragenic,,intron
hsa-miR-4456,chr5:535840-535882[-],,,,Intergenic,,
hsa-miR-4635,chr5:1062896-1062974[-],SLC12A7,ENSG00000113504,,Intragenic,intron,
hsa-miR-4457,chr5:1309310-1309377[-],,,,Intergenic,,
hsa-miR-6075,chr5:1510762-1510856[-],LPCAT1,ENSG00000153395,,Intragenic,intron,
hsa-miR-4277,chr5:1708785-1708868[-],,,,Intergenic,,
hsa-miR-4278,chr5:6827853-6827921[-],,,ENSG00000251365,Intragenic,,exon
hsa-miR-4458,chr5:8460925-8460999[+],,,ENSG00000247516,Intragenic,,exon
hsa-miR-4636,chr5:9053816-9053895[-],SEMA5A,ENSG00000112902,,Intragenic,intron,
hsa-miR-6131,chr5:10478037-10478145[+],,,,Intergenic,,
hsa-miR-4637,chr5:14825929-14826012[-],ANKH,ENSG00000154122,,Intragenic,intron,
hsa-miR-887,chr5:15935182-15935260[+],FBXL7,ENSG00000183580,,Intragenic,intron,
hsa-miR-4279,chr5:31936102-31936159[-],PDZD2,ENSG00000133401,,Intragenic,exon,
hsa-miR-579,chr5:32394378-32394475[-],ZFR,ENSG00000056097,,Intragenic,intron,
hsa-miR-580,chr5:36147892-36147988[-],LMBRD2,ENSG00000164187,,Intragenic,intron,
hsa-miR-3650,chr5:38557502-38557561[-],LIFR,ENSG00000113594,ENSG00000244968,Intragenic,intron,exon
hsa-miR-581,chr5:53951504-53951599[-],ARL15,ENSG00000185305,,Intragenic,intron,
hsa-miR-449a,chr5:55170532-55170622[-],CDC20B,ENSG00000164287,,Intragenic,intron,
hsa-miR-449b,chr5:55170646-55170742[-],CDC20B,ENSG00000164287,,Intragenic,intron,
hsa-miR-449c,chr5:55172262-55172353[-],CDC20B,ENSG00000164287,,Intragenic,intron,
hsa-miR-5687,chr5:55508850-55508926[-],PLPP1,ENSG00000067113,,Intragenic,intron,
hsa-miR-548ae-2,chr5:58530043-58530109[-],,,,Intergenic,,
hsa-miR-582,chr5:59703606-59703703[-],PDE4D,ENSG00000113448,,Intragenic,intron,
hsa-miR-4803,chr5:72169467-72169540[+],MAP1B,ENSG00000131711,,Intragenic,intron,
hsa-miR-4804,chr5:72878591-72878663[+],TNPO1,ENSG00000083312,,Intragenic,intron,
hsa-miR-3977,chr5:82840155-82840224[+],,,ENSG00000281327,Intragenic,,intron
hsa-miR-4280,chr5:87114879-87114954[-],,,ENSG00000233828,Intragenic,,intron
hsa-miR-9-2,chr5:88666853-88666939[-],,,ENSG00000245526,Intragenic,,exon
hsa-miR-3660,chr5:90016621-90016720[-],,,,Intergenic,,
hsa-miR-2277,chr5:93620696-93620788[-],FAM172A,ENSG00000113391,,Intragenic,exon,
hsa-miR-583,chr5:96079138-96079212[+],,,ENSG00000250551,Intragenic,,intron
hsa-miR-548p,chr5:100816482-100816565[-],ST8SIA4,ENSG00000113532,,Intragenic,intron,
hsa-miR-548f-3,chr5:110513829-110513915[-],TMEM232,ENSG00000186952,,Intragenic,intron,
hsa-miR-1244-2,chr5:118974586-118974670[+],DTWD2,ENSG00000169570,,Intragenic,intron,
hsa-miR-5706,chr5:119154637-119154716[+],DMXL1,ENSG00000172869,,Intragenic,intron,
hsa-miR-4633,chr5:129097688-129097766[+],ISOC1,ENSG00000066583,,Intragenic,intron,
hsa-miR-4460,chr5:129397062-129397147[-],,,,Intergenic,,
hsa-miR-6830,chr5:132217849-132217918[-],P4HA2,ENSG00000072682,,Intragenic,intron,
hsa-miR-3936,chr5:132365490-132365599[-],,,ENSG00000233006,Intragenic,,exon
hsa-miR-1289-2,chr5:133427596-133427706[-],FSTL4,ENSG00000053108,,Intragenic,intron,
hsa-miR-3661,chr5:134225757-134225852[+],PPP2CA,ENSG00000113575,,Intragenic,exon,
hsa-miR-5692c-1,chr5:135802985-135803075[-],SLC25A48,ENSG00000145832,,Intragenic,intron,
hsa-miR-874,chr5:137647572-137647649[-],KLHL3,ENSG00000146021,,Intragenic,intron,
hsa-miR-6831,chr5:140563671-140563751[-],APBB3,ENSG00000113108,ENSG00000283155,Intragenic,exon,intron
hsa-miR-3655,chr5:140647844-140647926[+],IK,ENSG00000113141,,Intragenic,exon,
hsa-miR-5197,chr5:143679860-143679971[+],,,ENSG00000249881,Intragenic,,intron
hsa-miR-584,chr5:149062313-149062409[-],SH3TC2,ENSG00000169247,,Intragenic,intron,
hsa-miR-143,chr5:149428918-149429023[+],,,ENSG00000249669,Intragenic,,exon
hsa-miR-145,chr5:149430646-149430733[+],,,ENSG00000249669,Intragenic,,intron
hsa-miR-378a,chr5:149732825-149732890[+],PPARGC1B,ENSG00000155846,,Intragenic,intron,
hsa-miR-6499,chr5:151522087-151522148[-],FAT2,ENSG00000086570,,Intragenic,intron,
hsa-miR-1294,chr5:154347106-154347247[+],GALNT10,ENSG00000164574,ENSG00000287695,Intragenic,intron,exon
hsa-miR-3141,chr5:154596012-154596072[-],,,,Intergenic,,
hsa-miR-1303,chr5:154685776-154685861[+],LARP1,ENSG00000155506,,Intragenic,intron,
hsa-miR-378h,chr5:154829458-154829540[+],FAXDC2,ENSG00000170271,,Intragenic,intron,
hsa-miR-3142,chr5:160474402-160474483[+],,,ENSG00000253522,Intragenic,,intron
hsa-miR-146a,chr5:160485352-160485450[+],,,ENSG00000253522,Intragenic,,exon
hsa-miR-103a-1,chr5:168560896-168560973[-],PANK3,ENSG00000120137,,Intragenic,intron,
hsa-miR-103b-1,chr5:168560904-168560965[+],PANK3,ENSG00000120137,,Intragenic,intron,
hsa-miR-218-2,chr5:168768146-168768255[-],SLIT3,ENSG00000184347,,Intragenic,intron,
hsa-miR-585,chr5:169263601-169263694[-],SLIT3,ENSG00000184347,,Intragenic,intron,
hsa-miR-378e,chr5:170028488-170028566[+],DOCK2,ENSG00000134516,,Intragenic,intron,
hsa-miR-3912,chr5:171386656-171386760[-],,,,Intergenic,,
hsa-miR-5003,chr5:172662165-172662263[+],NEURL1B,ENSG00000214357,,Intragenic,intron,
hsa-miR-8056,chr5:173347455-173347536[+],,,,Intergenic,,
hsa-miR-4634,chr5:174751734-174751787[+],,,ENSG00000251670,Intragenic,,intron
hsa-miR-1271,chr5:176367946-176368031[+],ARL10,ENSG00000175414,,Intragenic,intron,
hsa-miR-4281,chr5:176629439-176629500[-],SNCB,ENSG00000074317,,Intragenic,intron,
hsa-miR-1229,chr5:179798278-179798346[-],MGAT4B,ENSG00000161013,,Intragenic,intron,
hsa-miR-340,chr5:180015303-180015397[-],RNF130,ENSG00000113269,,Intragenic,intron,
hsa-miR-8089,chr5:181043403-181043484[-],BTNL9,ENSG00000165810,,Intragenic,intron,
hsa-miR-4638,chr5:181222566-181222633[-],TRIM41,ENSG00000146063,,Intragenic,exon,
hsa-miR-6720,chr6:1390314-1390411[-],FOXF2,ENSG00000137273,,Intragenic,intron,
hsa-miR-4645,chr6:2854031-2854107[-],,,ENSG00000230438,Intragenic,,intron
hsa-miR-3691,chr6:5148233-5148322[-],LYRM4,ENSG00000214113,,Intragenic,intron,
hsa-miR-7853,chr6:6169304-6169435[-],F13A1,ENSG00000124491,,Intragenic,intron,
hsa-miR-5683,chr6:6169334-6169409[+],F13A1,ENSG00000124491,,Intragenic,intron,
hsa-miR-5689,chr6:10439717-10439794[+],,,ENSG00000229401,Intragenic,,intron
hsa-miR-4639,chr6:16141556-16141624[+],MYLIP,ENSG00000007944,,Intragenic,intron,
hsa-miR-548a-1,chr6:18571784-18571880[+],,,ENSG00000283408,Intragenic,,intron
hsa-miR-3143,chr6:27147626-27147688[+],,,,Intergenic,,
hsa-miR-877,chr6:30584332-30584417[+],ABCF1,ENSG00000204574,,Intragenic,intron,
hsa-miR-4640,chr6:30890883-30890972[+],DDR1,ENSG00000204580,,Intragenic,exon,
hsa-miR-6891,chr6:31355224-31355316[-],HLA-B,ENSG00000234745,,Intragenic,exon,
hsa-miR-6832,chr6:31633787-31633858[+],PRRC2A,ENSG00000204469,,Intragenic,intron,
hsa-miR-4646,chr6:31701029-31701091[-],ABHD16A,ENSG00000204427,ENSG00000204422,Intragenic,intron,intron
hsa-miR-1236,chr6:31956839-31956940[-],NELFE,ENSG00000204356,,Intragenic,exon,
hsa-miR-6721,chr6:32170030-32170116[-],AGPAT1,ENSG00000204310,,Intragenic,exon,
hsa-miR-6833,chr6:32179816-32179876[+],RNF5,ENSG00000204308,,Intragenic,intron,
hsa-miR-3135b,chr6:32749912-32749979[-],,,,Intergenic,,
hsa-miR-219a-1,chr6:33207835-33207944[+],,,ENSG00000288751,Intragenic,,exon
hsa-miR-6873,chr6:33287227-33287289[-],WDR46,ENSG00000227057,,Intragenic,exon,
hsa-miR-6834,chr6:33290245-33290325[+],PFDN6,ENSG00000204220,,Intragenic,exon,
hsa-miR-5004,chr6:33438331-33438437[+],SYNGAP1,ENSG00000197283,ENSG00000274259,Intragenic,exon,intron
hsa-miR-3934,chr6:33698128-33698234[+],UQCC2,ENSG00000137288,,Intragenic,exon,
hsa-miR-7159,chr6:33899135-33899200[+],,,ENSG00000233183,Intragenic,,intron
hsa-miR-1275,chr6:33999972-34000051[-],,,,Intergenic,,
hsa-miR-6835,chr6:34240673-34240736[+],HMGA1,ENSG00000137309,,Intragenic,intron,
hsa-miR-7111,chr6:35470508-35470579[+],RPL10A,ENSG00000198755,,Intragenic,intron,
hsa-miR-5690,chr6:35664717-35664789[-],FKBP5,ENSG00000096060,,Intragenic,intron,
hsa-miR-3925,chr6:36622436-36622512[-],,,,Intergenic,,
hsa-miR-4462,chr6:37555365-37555422[-],,,,Intergenic,,
hsa-miR-4641,chr6:41598723-41598788[+],FOXP4,ENSG00000137166,,Intragenic,intron,
hsa-miR-6780b,chr6:43434542-43434620[+],ABCC10,ENSG00000124574,,Intragenic,intron,
hsa-miR-4647,chr6:44254206-44254285[-],SLC35B2,ENSG00000157593,,Intragenic,exon,
hsa-miR-4642,chr6:44435641-44435722[+],CDC5L,ENSG00000096401,,Intragenic,intron,
hsa-miR-586,chr6:45197674-45197770[-],SUPT3H,ENSG00000196284,,Intragenic,intron,
hsa-miR-206,chr6:52144349-52144434[+],,,,Intergenic,,
hsa-miR-133b,chr6:52148923-52149041[+],,,ENSG00000225613,Intragenic,,intron
hsa-miR-5685,chr6:53276993-53277071[+],ELOVL5,ENSG00000012660,,Intragenic,intron,
hsa-miR-548u,chr6:57390132-57390212[+],PRIM2,ENSG00000146143,,Intragenic,intron,
hsa-miR-30c-2,chr6:71376960-71377031[-],,,ENSG00000233237,Intragenic,,exon
