miRNet_id,miRBase_acc,miRNA_ID,epi_regulator,epi_modification,miRNA_expression,PMID,epi_target,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
mirnet-hsaepi-0133,MI0000234,hsa-mir-192,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0134,MI0000487,hsa-mir-193a,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0135,MI0003137,hsa-mir-193b,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0136,MI0000238,hsa-mir-196a-1,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0137,MI0000073,hsa-mir-19a,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0138,MI0000285,hsa-mir-205,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0139,MI0000077,hsa-mir-21,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0140,MI0000286,hsa-mir-210,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0141,MI0000288,hsa-mir-212,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0142,MI0000289,hsa-mir-181a-1,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0143,MI0000291,hsa-mir-215,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0144,MI0000295,hsa-mir-218-2,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0145,MI0000296,hsa-mir-219-1,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0146,MI0000740,hsa-mir-219-2,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0147,MI0000297,hsa-mir-220a,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0148,MI0000298,hsa-mir-221,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0149,MI0000299,hsa-mir-222,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0150,MI0000440,hsa-mir-27b,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0151,MI0000107,hsa-mir-29b-2,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0152,MI0000745,hsa-mir-301a,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0153,MI0000088,hsa-mir-30a,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0154,MI0000090,hsa-mir-32,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0155,MI0000813,hsa-mir-324,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0156,MI0000760,hsa-mir-361,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0157,MI0000781,hsa-mir-373,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0158,MIMAT0000725,hsa-mir-373-5p,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0159,MI0001448,hsa-mir-425,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0160,MI0001641,hsa-mir-429,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0161,MI0003134,hsa-mir-494,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0162,MI0003180,hsa-mir-516a-1,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0163,MI0000264,hsa-mir-7-2,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0164,MIMAT0000092,hsa-mir-92a-3p,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0165,MI0000098,hsa-mir-96,DNMTs,DNA Methylation,DOWN,18768788,,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0166,MI0000253,hsa-mir-148a,DNMTs,DNA Methylation,UP,18768788,C-MYC/E2F3/CDK6/TGIF2,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0167,MI0000742,hsa-mir-34b,DNMTs,DNA Methylation,UP,18768788,C-MYC/E2F3/CDK6/TGIF2,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0168,MI0000743,hsa-mir-34c,DNMTs,DNA Methylation,UP,18768788,C-MYC/E2F3/CDK6/TGIF2,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0169,MI0000466,hsa-mir-9-1,DNMTs,DNA Methylation,UP,18768788,C-MYC/E2F3/CDK6/TGIF2,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0170,MI0000467,hsa-mir-9-2,DNMTs,DNA Methylation,UP,18768788,C-MYC/E2F3/CDK6/TGIF2,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0171,MI0000468,hsa-mir-9-3,DNMTs,DNA Methylation,UP,18768788,C-MYC/E2F3/CDK6/TGIF2,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0172,MI0000253,hsa-mir-148a,DNMTs,DNA Methylation,DOWN,19086843,C-MYC/E2F3/CDK6/TGIF2,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0173,MI0000742,hsa-mir-34b,DNMTs,DNA Methylation,DOWN,19086843,C-MYC/E2F3/CDK6/TGIF3,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0174,MI0000743,hsa-mir-34c,DNMTs,DNA Methylation,DOWN,19086843,C-MYC/E2F3/CDK6/TGIF4,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0175,MIMAT0000441,hsa-mir-9-5p,DNMTs,DNA Methylation,DOWN,19086843,C-MYC/E2F3/CDK6/TGIF5,cancer metastasis,"D009362,D009369",DOID_162,Cancer,metastasis,
mirnet-hsaepi-0176,MI0000471,hsa-mir-126,DNMTs,DNA Methylation,UP,19116145,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0177,MI0000471,hsa-mir-126,HDACs,H3ac,UP,19116145,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0178,MI0000472,hsa-mir-127,,DNA Methylation,DOWN,19126398,,cloned mouse embryos,"D004628,D051379",,Other/Unclassified/Multisystem,cloned mouse embryos,
mirnet-hsaepi-0179,MI0000443,hsa-mir-124-1,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0180,MI0000444,hsa-mir-124-2,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0181,MI0000445,hsa-mir-124-3,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0182,MI0000742,hsa-mir-34b,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0183,MI0000743,hsa-mir-34c,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0184,MI0000466,hsa-mir-9-1,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0185,MI0000468,hsa-mir-9-3,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0186,MI0000267,hsa-mir-10b,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0187,MI0000283,hsa-mir-203a,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0188,MI0001150,hsa-mir-196b,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0189,MI0000467,hsa-mir-9-2,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0190,MI0000449,hsa-mir-132,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0191,MI0000288,hsa-mir-212,DNMTs,DNA Methylation,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0192,MI0000466,hsa-mir-9-1,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0193,MI0000467,hsa-mir-9-2,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0194,MI0000468,hsa-mir-9-3,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0195,MI0000267,hsa-mir-10b,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0196,MI0000742,hsa-mir-34b,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0197,MI0000743,hsa-mir-34c,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0198,MI0000443,hsa-mir-124-1,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0199,MI0000444,hsa-mir-124-2,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0200,MI0000445,hsa-mir-124-3,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0201,MI0000449,hsa-mir-132,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0202,MI0001150,hsa-mir-196b,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0203,MI0000283,hsa-mir-203a,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0204,MI0000288,hsa-mir-212,,H3K9me2/H3K4me3,DOWN,19164206,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0205,MI0000443,hsa-mir-124-1,,DNA Methylation,DOWN,19165869,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0206,MI0000444,hsa-mir-124-2,,DNA Methylation,DOWN,19165869,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0207,MI0000445,hsa-mir-124-3,,DNA Methylation,DOWN,19165869,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0208,MI0000742,hsa-mir-34b,DNMTs,DNA Methylation,UP,19258499,CREB,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
mirnet-hsaepi-0209,MI0000743,hsa-mir-34c,DNMTs,DNA Methylation,UP,19258499,CREB,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
mirnet-hsaepi-0210,MI0000087,hsa-mir-29a,DNMTs,DNA Methylation,DOWN,19407485,,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0211,MIMAT0000100,hsa-mir-29b-3p,DNMTs,DNA Methylation,DOWN,19407485,,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0212,MIMAT0000101,hsa-mir-103a-3p,DNMTs,DNA Methylation,DOWN,19407485,,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0213,MI0000542,hsa-mir-320a,DNMTs,DNA Methylation,DOWN,19407485,,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0214,MI0000114,hsa-mir-107,DNMTs,DNA Methylation,UP,19407485,CDK6,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0215,MI0000114,hsa-mir-107,HDACs,Histone Acetylation,DOWN,19407485,CDK6,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0216,MI0000087,hsa-mir-29a,HDACs,Histone Acetylation,DOWN,19407485,,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0217,MIMAT0000100,hsa-mir-29b-3p,HDACs,Histone Acetylation,DOWN,19407485,,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0218,MIMAT0000101,hsa-mir-103a-3p,HDACs,Histone Acetylation,DOWN,19407485,,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0219,MI0000542,hsa-mir-320a,HDACs,Histone Acetylation,DOWN,19407485,,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0220,MIMAT0000422,hsa-mir-124-3p,DNMTs,DNA Methylation,UP,19435910,CDK6,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0221,MIMAT0000422,hsa-mir-124-3p,,H3K9me3/H3K27me3/H3ac,UP,19435910,CDK6,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0222,MIMAT0002822,hsa-mir-512-5p,DNMTs,DNA Methylation,DOWN,19503096,Mcl-1,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0223,MI0003165,hsa-mir-517b,DNMTs,DNA Methylation,DOWN,19503096,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0224,MI0003150,hsa-mir-526b,DNMTs,DNA Methylation,DOWN,19503096,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0225,MI0003156,hsa-mir-518b,DNMTs,DNA Methylation,DOWN,19503096,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0226,MIMAT0002826,hsa-mir-515-5p,DNMTs,DNA Methylation,DOWN,19503096,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0227,MI0003165,hsa-mir-517b,HDACs,Histone Acetylation,DOWN,19503096,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0228,MI0003150,hsa-mir-526b,HDACs,Histone Acetylation,DOWN,19503096,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0229,MI0003156,hsa-mir-518b,HDACs,Histone Acetylation,DOWN,19503096,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0230,MIMAT0002826,hsa-mir-515-5p,HDACs,Histone Acetylation,DOWN,19503096,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0231,MIMAT0002822,hsa-mir-512-5p,HDACs,H3ac/H3K4me,UP,19503096,Mcl-1,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0232,MI0000466,hsa-mir-9-1,DNMTs,DNA Methylation,UP,19521961,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-0233,MI0000473,hsa-mir-129-2,DNMTs,DNA Methylation,UP,19521961,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-0234,MI0000454,hsa-mir-137,DNMTs,DNA Methylation,UP,19521961,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-0235,MI0000466,hsa-mir-9-1,,H3ac,UP,19521961,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-0236,MI0000473,hsa-mir-129-2,,H3ac,UP,19521961,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-0237,MI0000454,hsa-mir-137,,H3ac,UP,19521961,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-0238,MI0000468,hsa-mir-9-3,DNMT-1,DNA Methylation,UP,19549897,,breast epithelial cells,"D001940,D004847","CL_0000066,UBERON_0000310","Integumentary System, Breast Conditions, Cells",breast epithelial cells,
mirnet-hsaepi-0239,MI0000468,hsa-mir-9-3,EZH2,H3K27me3/H3K9me2,UP,19549897,,breast epithelial cells,"D001940,D004847","CL_0000066,UBERON_0000310","Integumentary System, Breast Conditions, Cells",breast epithelial cells,
mirnet-hsaepi-0240,MI0000279,hsa-mir-196a-2,,DNA Methylation,DOWN,19567675,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-0241,MI0000261,hsa-mir-139,,DNA Methylation,DOWN,19692702,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-0242,MI0003589,hsa-mir-582,,DNA Methylation,DOWN,19692702,,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
mirnet-hsaepi-0243,MI0000268,hsa-mir-34a,,DNA Methylation,DOWN,19736307,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-0244,MI0000078,hsa-mir-22,DNMTs,DNA Methylation,UP,19807731,,acute lymphoblastic leukaemia,,DOID_9952,Hematopoietic & Lymphatic Conditions,leukemia,acute lymphoblastic
mirnet-hsaepi-0245,MI0000457,hsa-mir-141,HDACs,Histone Acetylation,DOWN,19807731,,acute lymphoblastic leukaemia,,DOID_9952,Hematopoietic & Lymphatic Conditions,leukemia,acute lymphoblastic
mirnet-hsaepi-0246,MIMAT0004697,hsa-mir-151a-5p,HDACs,Histone Acetylation,DOWN,19807731,,acute lymphoblastic leukaemia,,DOID_9952,Hematopoietic & Lymphatic Conditions,leukemia,acute lymphoblastic
mirnet-hsaepi-0247,MI0000069,hsa-mir-15a,HDACs,Histone Acetylation,DOWN,19807731,,acute lymphoblastic leukaemia,,DOID_9952,Hematopoietic & Lymphatic Conditions,leukemia,acute lymphoblastic
mirnet-hsaepi-0248,MI0000269,hsa-mir-181a-2,HDACs,Histone Acetylation,DOWN,19807731,,acute lymphoblastic leukaemia,,DOID_9952,Hematopoietic & Lymphatic Conditions,leukemia,acute lymphoblastic
mirnet-hsaepi-0249,MI0003139,hsa-mir-181d,HDACs,Histone Acetylation,DOWN,19807731,,acute lymphoblastic leukaemia,,DOID_9952,Hematopoietic & Lymphatic Conditions,leukemia,acute lymphoblastic
mirnet-hsaepi-0250,MI0000482,hsa-mir-185,HDACs,Histone Acetylation,DOWN,19807731,,acute lymphoblastic leukaemia,,DOID_9952,Hematopoietic & Lymphatic Conditions,leukemia,acute lymphoblastic
