miRNet_id,miRBase_acc,miRNA_ID,TF_gene,TF_gene_entrez,TF_gene_embl,TF_action_type,PMID
miRNet-hsatf-258,MI0000074,hsa-mir-19b-1,E2F1,1869,ENSG00000101412,Activation,17135249
miRNet-hsatf-259,MI0000075,hsa-mir-19b-2,E2F1,1869,ENSG00000101412,Regulation,19034270
miRNet-hsatf-260,MI0003130,hsa-mir-202,E2F1,1869,ENSG00000101412,Activation,24337320
miRNet-hsatf-261,MI0000076,hsa-mir-20a,E2F1,1869,ENSG00000101412,Activation(feedback),17135249
miRNet-hsatf-262,MI0000076,hsa-mir-20a,E2F1,1869,ENSG00000101412,Activation(feedback),19066217
miRNet-hsatf-263,MI0001519,hsa-mir-20b,E2F1,1869,ENSG00000101412,Regulation(feedback),19034270
miRNet-hsatf-264,MI0000300,hsa-mir-223,E2F1,1869,ENSG00000101412,autoregulatory negative feedback loop(feedback),20029046
miRNet-hsatf-265,MI0000301,hsa-mir-224,E2F1,1869,ENSG00000101412,Activation(feedback),25341426
miRNet-hsatf-266,MI0000439,hsa-mir-23b,E2F1,1869,ENSG00000101412,Repression,26041881
miRNet-hsatf-267,MI0000080,hsa-mir-24-1,E2F1,1869,ENSG00000101412,Repression(feedback),26041881
miRNet-hsatf-268,MI0000082,hsa-mir-25,E2F1,1869,ENSG00000101412,Regulation,19034270
miRNet-hsatf-269,MI0000082,hsa-mir-25,E2F1,1869,ENSG00000101412,Activation,26961310
miRNet-hsatf-270,MI0000440,hsa-mir-27b,E2F1,1869,ENSG00000101412,Repression(feedback),26041881
miRNet-hsatf-271,MI0000440,hsa-mir-27b,E2F1,1869,ENSG00000101412,Activation(feedback),26961310
miRNet-hsatf-272,MI0000087,hsa-mir-29a,E2F1,1869,ENSG00000101412,Activation,27356624
miRNet-hsatf-273,MI0000743,hsa-mir-34c,E2F1,1869,ENSG00000101412,Activation,26704889
miRNet-hsatf-274,MI0000764,hsa-mir-363,E2F1,1869,ENSG00000101412,Regulation,19034270
miRNet-hsatf-275,MI0016858,hsa-mir-4496,E2F1,1869,ENSG00000101412,Activation,26122663
miRNet-hsatf-276,MI0001648,hsa-mir-449a,E2F1,1869,ENSG00000101412,auto-regulatory feedback circuit,20046097
miRNet-hsatf-277,MI0001648,hsa-mir-449a,E2F1,1869,ENSG00000101412,Activation,21857159
miRNet-hsatf-278,MI0003673,hsa-mir-449b,E2F1,1869,ENSG00000101412,auto-regulatory feedback circuit,20046097
miRNet-hsatf-279,MI0003673,hsa-mir-449b,E2F1,1869,ENSG00000101412,Activation,21857159
miRNet-hsatf-280,MI0003823,hsa-mir-449c,E2F1,1869,ENSG00000101412,Activation,21857159
miRNet-hsatf-281,MI0001733,hsa-mir-452,E2F1,1869,ENSG00000101412,Activation,25341426
miRNet-hsatf-282,MI0003162,hsa-mir-519d,E2F1,1869,ENSG00000101412,Repression(feedback),28146423
miRNet-hsatf-283,MI0000093,hsa-mir-92a-1,E2F1,1869,ENSG00000101412,Activation,17135249
miRNet-hsatf-284,MI0000094,hsa-mir-92a-2,E2F1,1869,ENSG00000101412,Regulation,19034270
miRNet-hsatf-285,MI0000095,hsa-mir-93,E2F1,1869,ENSG00000101412,Regulation(feedback),19034270
miRNet-hsatf-286,MI0000071,hsa-mir-17,E2F2,1870,ENSG00000007968,Activation(feedback),17135249
miRNet-hsatf-287,MI0000071,hsa-mir-17,E2F2,1870,ENSG00000282899,Activation(feedback),17135249
miRNet-hsatf-288,MI0000072,hsa-mir-18a,E2F2,1870,ENSG00000007968,Activation,17135249
miRNet-hsatf-289,MI0000072,hsa-mir-18a,E2F2,1870,ENSG00000282899,Activation,17135249
miRNet-hsatf-290,MI0000073,hsa-mir-19a,E2F2,1870,ENSG00000007968,Activation(feedback),17135249
miRNet-hsatf-291,MI0000073,hsa-mir-19a,E2F2,1870,ENSG00000282899,Activation(feedback),17135249
miRNet-hsatf-292,MI0000074,hsa-mir-19b-1,E2F2,1870,ENSG00000007968,Activation(feedback),17135249
miRNet-hsatf-293,MI0000074,hsa-mir-19b-1,E2F2,1870,ENSG00000282899,Activation(feedback),17135249
miRNet-hsatf-294,MI0000076,hsa-mir-20a,E2F2,1870,ENSG00000007968,Activation,17135249
miRNet-hsatf-295,MI0000076,hsa-mir-20a,E2F2,1870,ENSG00000282899,Activation,17135249
miRNet-hsatf-296,MI0000082,hsa-mir-25,E2F2,1870,ENSG00000007968,Activation,26961310
miRNet-hsatf-297,MI0000082,hsa-mir-25,E2F2,1870,ENSG00000282899,Activation,26961310
miRNet-hsatf-298,MI0000093,hsa-mir-92a-1,E2F2,1870,ENSG00000007968,Activation,17135249
miRNet-hsatf-299,MI0000093,hsa-mir-92a-1,E2F2,1870,ENSG00000282899,Activation,17135249
miRNet-hsatf-300,MI0000434,hsa-let-7i,E2F3,1871,ENSG00000112242,Activation(feedback),20404092
miRNet-hsatf-301,MI0000734,hsa-mir-106b,E2F3,1871,ENSG00000112242,Activation(feedback),20404092
miRNet-hsatf-302,MI0000069,hsa-mir-15a,E2F3,1871,ENSG00000112242,Activation(feedback),20404092
miRNet-hsatf-303,MI0000438,hsa-mir-15b,E2F3,1871,ENSG00000112242,Activation(feedback),20404092
miRNet-hsatf-304,MI0000071,hsa-mir-17,E2F3,1871,ENSG00000112242,Activation(feedback),17135249
miRNet-hsatf-305,MI0000072,hsa-mir-18a,E2F3,1871,ENSG00000112242,Activation,17135249
miRNet-hsatf-306,MI0000489,hsa-mir-195,E2F3,1871,ENSG00000112242,Activation(feedback),20404092
miRNet-hsatf-307,MI0000073,hsa-mir-19a,E2F3,1871,ENSG00000112242,Activation(feedback),17135249
miRNet-hsatf-308,MI0000074,hsa-mir-19b-1,E2F3,1871,ENSG00000112242,Activation(feedback),17135249
miRNet-hsatf-309,MI0000342,hsa-mir-200b,E2F3,1871,ENSG00000112242,Repression(feedback),27027446
miRNet-hsatf-310,MI0000076,hsa-mir-20a,E2F3,1871,ENSG00000112242,Activation,17135249
miRNet-hsatf-311,MI0000082,hsa-mir-25,E2F3,1871,ENSG00000112242,Activation(feedback),26961310
miRNet-hsatf-312,MI0000440,hsa-mir-27b,E2F3,1871,ENSG00000112242,Activation(feedback),26961310
miRNet-hsatf-313,MI0000268,hsa-mir-34a,E2F3,1871,ENSG00000112242,Regulation(feedback),21516127
miRNet-hsatf-314,MI0000093,hsa-mir-92a-1,E2F3,1871,ENSG00000112242,Activation(feedback),17135249
miRNet-hsatf-315,MI0000487,hsa-mir-193a,E2F6,1876,ENSG00000169016,Repression(feedback),25545504
miRNet-hsatf-316,MI0000069,hsa-mir-15a,E2F7,144455,ENSG00000165891,Repression(feedback),26397135
miRNet-hsatf-317,MI0000082,hsa-mir-25,E2F7,144455,ENSG00000165891,Repression,26961310
miRNet-hsatf-318,MI0000440,hsa-mir-27b,E2F7,144455,ENSG00000165891,Repression(feedback),26961310
miRNet-hsatf-319,MI0000457,hsa-mir-141,EED,8726,ENSG00000074266,Repression,25264103
miRNet-hsatf-320,MI0000477,hsa-mir-146a,EED,8726,ENSG00000074266,Repression,24699235
miRNet-hsatf-321,MI0000681,hsa-mir-155,EED,8726,ENSG00000074266,Repression,24699235
miRNet-hsatf-322,MI0000737,hsa-mir-200a,EED,8726,ENSG00000074266,Repression,25264103
miRNet-hsatf-323,MI0000342,hsa-mir-200b,EED,8726,ENSG00000074266,Repression,25264103
miRNet-hsatf-324,MI0000650,hsa-mir-200c,EED,8726,ENSG00000074266,Repression,25264103
miRNet-hsatf-325,MI0001641,hsa-mir-429,EED,8726,ENSG00000074266,Repression,25264103
miRNet-hsatf-326,MI0000651,hsa-mir-1-1,EGFR,1956,ENSG00000146648,Repression(feedback),26071255
miRNet-hsatf-327,MI0000077,hsa-mir-21,EGFR,1956,ENSG00000146648,Regulation(feedback),20093556
miRNet-hsatf-328,MI0000098,hsa-mir-96,EGFR,1956,ENSG00000146648,Activation,27746161
miRNet-hsatf-329,MI0000066,hsa-let-7e,EGR1,1958,ENSG00000120738,Regulation(feedback),20811575
miRNet-hsatf-330,MI0000113,hsa-mir-106a,EGR1,1958,ENSG00000120738,Regulation,19307576
miRNet-hsatf-331,MI0000266,hsa-mir-10a,EGR1,1958,ENSG00000120738,Regulation(feedback),20811575
miRNet-hsatf-332,MI0000445,hsa-mir-124-3,EGR1,1958,ENSG00000120738,Regulation(feedback),20811575
miRNet-hsatf-333,MI0000469,hsa-mir-125a,EGR1,1958,ENSG00000120738,Regulation(feedback),20811575
miRNet-hsatf-334,MI0000469,hsa-mir-125a,EGR1,1958,ENSG00000120738,Regulation(feedback),25725290
miRNet-hsatf-335,MI0000748,hsa-mir-130b,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-336,MI0000449,hsa-mir-132,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-337,MI0000458,hsa-mir-142,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-338,MI0003129,hsa-mir-146b,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-339,MI0000253,hsa-mir-148a,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-340,MI0000253,hsa-mir-148a,EGR1,1958,ENSG00000120738,Activation,25703326
miRNet-hsatf-341,MI0000478,hsa-mir-149,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-342,MI0000462,hsa-mir-152,EGR1,1958,ENSG00000120738,Activation,25650716
miRNet-hsatf-343,MI0000462,hsa-mir-152,EGR1,1958,ENSG00000120738,Activation,25703326
miRNet-hsatf-344,MI0000271,hsa-mir-181c,EGR1,1958,ENSG00000120738,Activation,25535255
miRNet-hsatf-345,MI0003139,hsa-mir-181d,EGR1,1958,ENSG00000120738,Activation,25535255
miRNet-hsatf-346,MI0000273,hsa-mir-183,EGR1,1958,ENSG00000120738,Regulation(feedback),20811575
miRNet-hsatf-347,MI0000482,hsa-mir-185,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-348,MI0000465,hsa-mir-191,EGR1,1958,ENSG00000120738,Regulation(feedback),20811575
miRNet-hsatf-349,MI0000281,hsa-mir-199a-2,EGR1,1958,ENSG00000120738,Activation,21189327
miRNet-hsatf-350,MI0000342,hsa-mir-200b,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-351,MI0001519,hsa-mir-20b,EGR1,1958,ENSG00000120738,Activation,23945289
miRNet-hsatf-352,MI0000288,hsa-mir-212,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-353,MI0000290,hsa-mir-214,EGR1,1958,ENSG00000120738,Activation,21189327
miRNet-hsatf-354,MI0000740,hsa-mir-219a-2,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-355,MI0000079,hsa-mir-23a,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-356,MI0000081,hsa-mir-24-2,EGR1,1958,ENSG00000120738,Regulation(feedback),20811575
miRNet-hsatf-357,MI0000085,hsa-mir-27a,EGR1,1958,ENSG00000120738,Regulation(feedback),20811575
miRNet-hsatf-358,MI0005568,hsa-mir-301b,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-359,MI0000088,hsa-mir-30a,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-360,MI0000736,hsa-mir-30c-1,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-361,MI0000254,hsa-mir-30c-2,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-362,MI0000749,hsa-mir-30e,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-363,MI0000090,hsa-mir-32,EGR1,1958,ENSG00000120738,Regulation(feedback),20811575
miRNet-hsatf-364,MI0000816,hsa-mir-335,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-365,MI0001448,hsa-mir-425,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-366,MI0003513,hsa-mir-455,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-367,MI0003608,hsa-mir-596,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-368,MI0003657,hsa-mir-642a,EGR1,1958,ENSG00000120738,Regulation(feedback),20811575
miRNet-hsatf-369,MI0005416,hsa-mir-675,EGR1,1958,ENSG00000120738,Activation(feedback),26376677
miRNet-hsatf-370,MI0003560,hsa-mir-92b,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-371,MI0000098,hsa-mir-96,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-372,MI0000746,hsa-mir-99b,EGR1,1958,ENSG00000120738,Regulation,20811575
miRNet-hsatf-373,MI0000458,hsa-mir-142,EGR2,1959,ENSG00000122877,Repression(feedback),23602969
miRNet-hsatf-374,MI0000477,hsa-mir-146a,EGR3,1960,ENSG00000179388,Activation,23733368
miRNet-hsatf-375,MI0003129,hsa-mir-146b,EGR3,1960,ENSG00000179388,Activation,23733368
miRNet-hsatf-376,MI0000489,hsa-mir-195,EGR3,1960,ENSG00000179388,Activation,20156358
miRNet-hsatf-377,MI0000489,hsa-mir-195,EGR3,1960,ENSG00000179388,regulatory network,20156358
miRNet-hsatf-378,MI0000063,hsa-let-7b,EHF,26298,ENSG00000135373,Activation,27197175
miRNet-hsatf-379,MI0001446,hsa-mir-424,EHF,26298,ENSG00000135373,Repression,27820701
miRNet-hsatf-380,MI0000063,hsa-let-7b,EHMT2,10919,ENSG00000204371,Repression,27525719
miRNet-hsatf-381,MI0000063,hsa-let-7b,EHMT2,10919,ENSG00000238134,Repression,27525719
miRNet-hsatf-382,MI0000063,hsa-let-7b,EHMT2,10919,ENSG00000224143,Repression,27525719
miRNet-hsatf-383,MI0000063,hsa-let-7b,EHMT2,10919,ENSG00000206376,Repression,27525719
miRNet-hsatf-384,MI0000063,hsa-let-7b,EHMT2,10919,ENSG00000232045,Repression,27525719
miRNet-hsatf-385,MI0000063,hsa-let-7b,EHMT2,10919,ENSG00000236759,Repression,27525719
miRNet-hsatf-386,MI0000063,hsa-let-7b,EHMT2,10919,ENSG00000227333,Repression,27525719
miRNet-hsatf-387,MI0000650,hsa-mir-200c,EHMT2,10919,ENSG00000204371,Repression,25840984
miRNet-hsatf-388,MI0000650,hsa-mir-200c,EHMT2,10919,ENSG00000238134,Repression,25840984
miRNet-hsatf-389,MI0000650,hsa-mir-200c,EHMT2,10919,ENSG00000224143,Repression,25840984
miRNet-hsatf-390,MI0000650,hsa-mir-200c,EHMT2,10919,ENSG00000206376,Repression,25840984
miRNet-hsatf-391,MI0000650,hsa-mir-200c,EHMT2,10919,ENSG00000232045,Repression,25840984
miRNet-hsatf-392,MI0000650,hsa-mir-200c,EHMT2,10919,ENSG00000236759,Repression,25840984
miRNet-hsatf-393,MI0000650,hsa-mir-200c,EHMT2,10919,ENSG00000227333,Repression,25840984
miRNet-hsatf-394,MI0000460,hsa-mir-144,ELK1,2002,ENSG00000126767,Activation,26030000
miRNet-hsatf-395,MI0000071,hsa-mir-17,ELK1,2002,ENSG00000126767,Activation,26472816
miRNet-hsatf-396,MI0000072,hsa-mir-18a,ELK1,2002,ENSG00000126767,Activation,26472816
miRNet-hsatf-397,MI0000073,hsa-mir-19a,ELK1,2002,ENSG00000126767,Activation,26472816
miRNet-hsatf-398,MI0000074,hsa-mir-19b-1,ELK1,2002,ENSG00000126767,Activation,26472816
miRNet-hsatf-399,MI0000342,hsa-mir-200b,ELK1,2002,ENSG00000126767,Repression,24072701
miRNet-hsatf-400,MI0000076,hsa-mir-20a,ELK1,2002,ENSG00000126767,Activation,26472816
miRNet-hsatf-401,MI0000286,hsa-mir-210,ELK1,2002,ENSG00000126767,Activation,25341039
miRNet-hsatf-402,MI0000089,hsa-mir-31,ELK1,2002,ENSG00000126767,Activation,26747707
miRNet-hsatf-403,MI0000268,hsa-mir-34a,ELK1,2002,ENSG00000126767,Activation,26667302
miRNet-hsatf-404,MI0000093,hsa-mir-92a-1,ELK1,2002,ENSG00000126767,Activation,26472816
miRNet-hsatf-405,MI0000681,hsa-mir-155,ELK3,2004,ENSG00000111145,Repression(feedback),25401928
miRNet-hsatf-406,MI0000089,hsa-mir-31,EMSY,56946,ENSG00000158636,Repression(feedback),24582497
miRNet-hsatf-407,MI0000089,hsa-mir-31,EMSY,56946,ENSG00000158636,Repression(feedback),25927669
miRNet-hsatf-408,MI0000289,hsa-mir-181a-1,EMX2,2018,ENSG00000170370,Activation,25635127
miRNet-hsatf-409,MI0000269,hsa-mir-181a-2,EMX2,2018,ENSG00000170370,Activation,25635127
miRNet-hsatf-410,MI0000270,hsa-mir-181b-1,EMX2,2018,ENSG00000170370,Activation,25635127
miRNet-hsatf-411,MI0000683,hsa-mir-181b-2,EMX2,2018,ENSG00000170370,Activation,25635127
miRNet-hsatf-412,MI0000457,hsa-mir-141,EP300,2033,ENSG00000100393,Repression,22384255
miRNet-hsatf-413,MI0000479,hsa-mir-150,EP300,2033,ENSG00000100393,Activation(feedback),26644403
miRNet-hsatf-414,MI0000650,hsa-mir-200c,EP300,2033,ENSG00000100393,Repression,22384255
miRNet-hsatf-415,MI0000077,hsa-mir-21,EP300,2033,ENSG00000100393,Activation,23451269
miRNet-hsatf-416,MI0000077,hsa-mir-21,EP300,2033,ENSG00000100393,Activation,24983504
miRNet-hsatf-417,MI0000477,hsa-mir-146a,EPAS1,2034,ENSG00000116016,Activation,26045293
miRNet-hsatf-418,MI0000271,hsa-mir-181c,EPAS1,2034,ENSG00000116016,Activation(feedback),17194750
miRNet-hsatf-419,MI0000465,hsa-mir-191,EPAS1,2034,ENSG00000116016,Activation,25867965
miRNet-hsatf-420,MI0000286,hsa-mir-210,EPAS1,2034,ENSG00000116016,Activation,24517586
miRNet-hsatf-421,MI0000286,hsa-mir-210,EPAS1,2034,ENSG00000116016,Activation,24951777
miRNet-hsatf-422,MI0000079,hsa-mir-23a,EPAS1,2034,ENSG00000116016,Activation(feedback),24517586
miRNet-hsatf-423,MI0000081,hsa-mir-24-2,EPAS1,2034,ENSG00000116016,Activation,24517586
miRNet-hsatf-424,MI0000085,hsa-mir-27a,EPAS1,2034,ENSG00000116016,Activation(feedback),24517586
miRNet-hsatf-425,MI0000107,hsa-mir-29b-2,EPAS1,2034,ENSG00000116016,Activation,23467423
miRNet-hsatf-426,MI0000735,hsa-mir-29c,EPAS1,2034,ENSG00000116016,Activation,23467423
miRNet-hsatf-427,MI0000441,hsa-mir-30b,EPAS1,2034,ENSG00000116016,Activation(feedback),24517586
miRNet-hsatf-428,MI0000255,hsa-mir-30d,EPAS1,2034,ENSG00000116016,Activation(feedback),24517586
miRNet-hsatf-429,MI0000650,hsa-mir-200c,ERG,2078,ENSG00000157554,Repression,24186205
miRNet-hsatf-430,MI0000064,hsa-let-7c,ESR1,2099,ENSG00000091831,Activation,25388283
miRNet-hsatf-431,MI0000113,hsa-mir-106a,ESR1,2099,ENSG00000091831,Activation,19706389
miRNet-hsatf-432,MI0000456,hsa-mir-140,ESR1,2099,ENSG00000091831,Repression,23060440
miRNet-hsatf-433,MI0000459,hsa-mir-143,ESR1,2099,ENSG00000091831,Activation,26311719
miRNet-hsatf-434,MI0000461,hsa-mir-145,ESR1,2099,ENSG00000091831,Activation(feedback),26311719
miRNet-hsatf-435,MI0000071,hsa-mir-17,ESR1,2099,ENSG00000091831,Activation,19706389
miRNet-hsatf-436,MI0000289,hsa-mir-181a-1,ESR1,2099,ENSG00000091831,Repression,19826037
miRNet-hsatf-437,MI0000270,hsa-mir-181b-1,ESR1,2099,ENSG00000091831,Repression,19826037
miRNet-hsatf-438,MI0000072,hsa-mir-18a,ESR1,2099,ENSG00000091831,Activation,19706389
miRNet-hsatf-439,MI0001518,hsa-mir-18b,ESR1,2099,ENSG00000091831,Activation,19706389
miRNet-hsatf-440,MI0000465,hsa-mir-191,ESR1,2099,ENSG00000091831,Activation(feedback),23542418
miRNet-hsatf-441,MI0000073,hsa-mir-19a,ESR1,2099,ENSG00000091831,Activation,19706389
miRNet-hsatf-442,MI0000075,hsa-mir-19b-2,ESR1,2099,ENSG00000091831,Activation,19706389
miRNet-hsatf-443,MI0000076,hsa-mir-20a,ESR1,2099,ENSG00000091831,Activation,19706389
miRNet-hsatf-444,MI0001519,hsa-mir-20b,ESR1,2099,ENSG00000091831,Activation,19706389
miRNet-hsatf-445,MI0000077,hsa-mir-21,ESR1,2099,ENSG00000091831,Activation,19264808
miRNet-hsatf-446,MI0000077,hsa-mir-21,ESR1,2099,ENSG00000091831,Repression(feedback),19826037
miRNet-hsatf-447,MI0000078,hsa-mir-22,ESR1,2099,ENSG00000091831,Repression,20180843
miRNet-hsatf-448,MI0000078,hsa-mir-22,ESR1,2099,ENSG00000091831,Repression(feedback),25825815
miRNet-hsatf-449,MI0000298,hsa-mir-221,ESR1,2099,ENSG00000091831,Activation(negative regulatory loop),20388878
miRNet-hsatf-450,MI0000299,hsa-mir-222,ESR1,2099,ENSG00000091831,Activation(negative regulatory loop),20388878
miRNet-hsatf-451,MI0000764,hsa-mir-363,ESR1,2099,ENSG00000091831,Activation,19706389
miRNet-hsatf-452,MI0001448,hsa-mir-425,ESR1,2099,ENSG00000091831,Activation,23542418
miRNet-hsatf-453,MI0003138,hsa-mir-497,ESR1,2099,ENSG00000091831,Activation,27456360
miRNet-hsatf-454,MI0000094,hsa-mir-92a-2,ESR1,2099,ENSG00000091831,Activation,19706389
miRNet-hsatf-455,MI0000101,hsa-mir-99a,ESR1,2099,ENSG00000091831,Activation,25388283
miRNet-hsatf-456,MI0000439,hsa-mir-23b,ESR2,2100,ENSG00000140009,Activation,22231442
miRNet-hsatf-457,MI0000080,hsa-mir-24-1,ESR2,2100,ENSG00000140009,Activation,22231442
miRNet-hsatf-458,MI0000440,hsa-mir-27b,ESR2,2100,ENSG00000140009,Activation,22231442
miRNet-hsatf-459,MI0000088,hsa-mir-30a,ESR2,2100,ENSG00000140009,Repression(feedback),22231442
miRNet-hsatf-460,MI0000471,hsa-mir-126,ETS1,2113,ENSG00000134954,Activation,27870587
miRNet-hsatf-461,MI0000477,hsa-mir-146a,ETS1,2113,ENSG00000134954,Activation,21738483
miRNet-hsatf-462,MI0000681,hsa-mir-155,ETS1,2113,ENSG00000134954,Regulation(feedback),20435894
miRNet-hsatf-463,MI0000271,hsa-mir-181c,ETS1,2113,ENSG00000134954,Repression(feedback),24080728
miRNet-hsatf-464,MI0000272,hsa-mir-182,ETS1,2113,ENSG00000134954,Repression,24080728
miRNet-hsatf-465,MI0000273,hsa-mir-183,ETS1,2113,ENSG00000134954,Repression,24080728
miRNet-hsatf-466,MI0000234,hsa-mir-192,ETS1,2113,ENSG00000134954,Repression,23737551
miRNet-hsatf-467,MI0000077,hsa-mir-21,ETS1,2113,ENSG00000134954,Repression,24080728
miRNet-hsatf-468,MI0000077,hsa-mir-21,ETS1,2113,ENSG00000134954,Activation,24149370
miRNet-hsatf-469,MI0000299,hsa-mir-222,ETS1,2113,ENSG00000134954,Activation(feedback),21711453
miRNet-hsatf-470,MI0000299,hsa-mir-222,ETS1,2113,ENSG00000134954,Regulation(feedback),21711453
miRNet-hsatf-471,MI0000089,hsa-mir-31,ETS1,2113,ENSG00000134954,Repression,24582497
miRNet-hsatf-472,MI0000089,hsa-mir-31,ETS1,2113,ENSG00000134954,Repression,25927669
miRNet-hsatf-473,MI0000542,hsa-mir-320a,ETS1,2113,ENSG00000134954,Repression,25159093
miRNet-hsatf-474,MI0000098,hsa-mir-96,ETS1,2113,ENSG00000134954,Repression,24080728
miRNet-hsatf-475,MI0000681,hsa-mir-155,ETS2,2114,ENSG00000157557,Activation,24362029
miRNet-hsatf-476,MI0001150,hsa-mir-196b,ETS2,2114,ENSG00000157557,Repression(feedback),22298639
miRNet-hsatf-477,MI0000469,hsa-mir-125a,ETV4,2118,ENSG00000175832,Repression,24913817
miRNet-hsatf-478,MI0000342,hsa-mir-200b,ETV4,2118,ENSG00000175832,Activation,24072701
miRNet-hsatf-479,MI0000077,hsa-mir-21,ETV5,2119,ENSG00000244405,Regulation,21768389
miRNet-hsatf-480,MI0000064,hsa-let-7c,EZH2,2146,ENSG00000106462,Repression(feedback),22370893
miRNet-hsatf-481,MI0000103,hsa-mir-101-1,EZH2,2146,ENSG00000106462,Repression(feedback),24002871
miRNet-hsatf-482,MI0000103,hsa-mir-101-1,EZH2,2146,ENSG00000106462,Repression(feedback),26718325
miRNet-hsatf-483,MI0000473,hsa-mir-129-2,EZH2,2146,ENSG00000106462,Repression,27831649
miRNet-hsatf-484,MI0000454,hsa-mir-137,EZH2,2146,ENSG00000106462,Regulation,20368621
miRNet-hsatf-485,MI0000261,hsa-mir-139,EZH2,2146,ENSG00000106462,Repression,22370893
miRNet-hsatf-486,MI0000457,hsa-mir-141,EZH2,2146,ENSG00000106462,Repression,25264103
miRNet-hsatf-487,MI0000457,hsa-mir-141,EZH2,2146,ENSG00000106462,Repression,25542019
miRNet-hsatf-488,MI0000459,hsa-mir-143,EZH2,2146,ENSG00000106462,Repression,26484567
miRNet-hsatf-489,MI0000477,hsa-mir-146a,EZH2,2146,ENSG00000106462,Repression,24699235
miRNet-hsatf-490,MI0000681,hsa-mir-155,EZH2,2146,ENSG00000106462,Repression,24699235
miRNet-hsatf-491,MI0000737,hsa-mir-200a,EZH2,2146,ENSG00000106462,Repression(feedback),25264103
miRNet-hsatf-492,MI0000737,hsa-mir-200a,EZH2,2146,ENSG00000106462,Repression(feedback),25542019
miRNet-hsatf-493,MI0000737,hsa-mir-200a,EZH2,2146,ENSG00000106462,Repression(feedback),25595591
miRNet-hsatf-494,MI0000342,hsa-mir-200b,EZH2,2146,ENSG00000106462,Repression(feedback),25264103
miRNet-hsatf-495,MI0000342,hsa-mir-200b,EZH2,2146,ENSG00000106462,Repression(feedback),25542019
miRNet-hsatf-496,MI0000342,hsa-mir-200b,EZH2,2146,ENSG00000106462,Repression(feedback),25595591
miRNet-hsatf-497,MI0000342,hsa-mir-200b,EZH2,2146,ENSG00000106462,Repression(feedback),25890085
miRNet-hsatf-498,MI0000342,hsa-mir-200b,EZH2,2146,ENSG00000106462,Repression(feedback),27272214
miRNet-hsatf-499,MI0000650,hsa-mir-200c,EZH2,2146,ENSG00000106462,Repression,25017995
miRNet-hsatf-500,MI0000650,hsa-mir-200c,EZH2,2146,ENSG00000106462,Repression,25264103
miRNet-hsatf-501,MI0000650,hsa-mir-200c,EZH2,2146,ENSG00000106462,Repression,25542019
miRNet-hsatf-502,MI0000293,hsa-mir-217,EZH2,2146,ENSG00000106462,Regulation,25703328
miRNet-hsatf-503,MI0000294,hsa-mir-218-1,EZH2,2146,ENSG00000106462,Repression,25526925
