miRNA_ID,miRNA_expression,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-let-7g,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-let-7g,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-let-7g,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-let-7g,DOWN,bronchioloalveolar carcinoma,D002282,DOID_4926,"Cancer, Respiratory Conditions",carcinoma,bronchioloalveolar
hsa-let-7g,DOWN,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-let-7g,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-let-7g,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-let-7g,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-let-7g,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-let-7g,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-let-7g,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-let-7g,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-let-7g,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-let-7g,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-let-7g,DOWN,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-let-7g,DOWN,neuroblastoma,D009447,DOID_769,"Cancer, Neurological Conditions",neuroblastoma,
hsa-let-7g,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-let-7g,DOWN,pancreatic ductal adenocarcinoma,"D000230,D010183",DOID_3498,"Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",adenocarcinoma,pancreatic ductal
hsa-let-7g-5p,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-let-7i,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-let-7i,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-let-7i,DOWN,bronchioloalveolar carcinoma,D002282,DOID_4926,"Cancer, Respiratory Conditions",carcinoma,bronchioloalveolar
hsa-let-7i,DOWN,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-let-7i,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-let-7i,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-let-7i,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-let-7i,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-let-7i,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-let-7i,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-let-7i,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-let-7i,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-let-7i,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-let-7i,DOWN,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-let-7i,DOWN,neuroblastoma,D009447,DOID_769,"Cancer, Neurological Conditions",neuroblastoma,
hsa-let-7i,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-let-7i,DOWN,pancreatic ductal adenocarcinoma,"D000230,D010183",DOID_3498,"Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",adenocarcinoma,pancreatic ductal
hsa-mir-1,UP,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
hsa-mir-1,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-1,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-1,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-1,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-1,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-1,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-1,DOWN,chordoma,D002817,DOID_3302,Cancer,chordoma,
hsa-mir-1,DOWN,chordoma,D002817,DOID_3302,Cancer,chordoma,
hsa-mir-1,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-1,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-1,DOWN,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
hsa-mir-1,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-1,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-1,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-1,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-1,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-1,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-1,DOWN,head and neck squamous cell carcinoma,D000077195,DOID_5520,"Cancer, Integumentary System, Cells",carcinoma,head and neck squamous cell
hsa-mir-1,DOWN,head and neck squamous cell carcinoma,D000077195,DOID_5520,"Cancer, Integumentary System, Cells",carcinoma,head and neck squamous cell
hsa-mir-1,DOWN,head and neck squamous cell carcinoma,D000077195,DOID_5520,"Cancer, Integumentary System, Cells",carcinoma,head and neck squamous cell
hsa-mir-1,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-1,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-1,DOWN,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-mir-1,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-1,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-1,DOWN,mucinous cystadenocarcinoma,D018282,DOID_3603,"Cancer, Genitourinary Conditions",cystadenocarcinoma,mucinous
hsa-mir-1,DOWN,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-mir-1,DOWN,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
hsa-mir-1,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-1,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-1,DOWN,oral squamous cell carcinoma,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,oral squamous cell
hsa-mir-1,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-1,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-1,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-1,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-1,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-1,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-1,DOWN,renal cell carcinoma,D002292,DOID_4450,"Cancer, Genitourinary Conditions, Cells",carcinoma,renal cell
hsa-mir-1-3p,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-1-3p,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-1-3p,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-1-3p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-1-3p,DOWN,lung adenocarcinoma,D000077192,DOID_3910,"Cancer, Respiratory Conditions",adenocarcinoma,lung
hsa-mir-100,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-100,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-100,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-100,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-100,DOWN,cervical carcinoma,D002277,DOID_305,Cancer,carcinoma,cervical
hsa-mir-100,DOWN,chondrosarcoma,D002813,DOID_3371,"Cancer, Musculoskeletal Conditions",chondrosarcoma,
hsa-mir-100,DOWN,chondrosarcoma,D002813,DOID_3371,"Cancer, Musculoskeletal Conditions",chondrosarcoma,
hsa-mir-100,DOWN,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-100,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-100,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-100,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-100,DOWN,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
hsa-mir-100,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-100,UP,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-100,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-100,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-100,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-100,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-100,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-100,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-100,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-100,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-100,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-100,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-100,DOWN,mesenchymal cancer,D009369,DOID_162,Cancer,mesenchymal cancer,
hsa-mir-100,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-100,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-100,DOWN,oral squamous cell carcinoma,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,oral squamous cell
hsa-mir-100,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-100,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-100,DOWN,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-100,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-100,DOWN,ovarian carcinoma,D002277,DOID_4001,"Cancer, Genitourinary Conditions",carcinoma,ovarian
hsa-mir-100,DOWN,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-100,UP,renal cell carcinoma,D002292,DOID_4450,"Cancer, Genitourinary Conditions, Cells",carcinoma,renal cell
hsa-mir-100-5p,DOWN,esophageal adenocarcinoma,D000230,DOID_299,"Cancer, Digestive & Gastrointestinal Conditions",adenocarcinoma,esophageal
hsa-mir-100-5p,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-101,UP,adrenal cortical carcinoma,D018268,DOID_3948,"Cancer, Endocrine and Metabolic Conditions",carcinoma,adrenal cortical
hsa-mir-101,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-101,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-101,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-101,DOWN,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-101,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-101,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-101,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-101,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-101,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-101,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-101,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-101,DOWN,cervical carcinoma,D002277,DOID_305,Cancer,carcinoma,cervical
hsa-mir-101,DOWN,cholangiocarcinoma,D018281,DOID_4947,"Cancer, Digestive & Gastrointestinal Conditions",cholangiocarcinoma,
hsa-mir-101,DOWN,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-101,DOWN,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-101,DOWN,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-101,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-101,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-101,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-101,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-101,DOWN,endometrial cancer,D016889,DOID_1380,"Cancer, Genitourinary Conditions",endometrial cancer,
hsa-mir-101,DOWN,endometrial cancer,D016889,DOID_1380,"Cancer, Genitourinary Conditions",endometrial cancer,
hsa-mir-101,DOWN,endometrial cancer,D016889,DOID_1380,"Cancer, Genitourinary Conditions",endometrial cancer,
hsa-mir-101,DOWN,endometrial cancer,D016889,DOID_1380,"Cancer, Genitourinary Conditions",endometrial cancer,
hsa-mir-101,UP,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
hsa-mir-101,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-101,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-101,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-101,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-101,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-101,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-101,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-101,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-101,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-101,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-101,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-101,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-101,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-101,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-101,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-101,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-101,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-101,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-101,DOWN,laryngeal squamous cell carcinoma,D000077195,DOID_2876,"Cancer, Integumentary System, Cells",carcinoma,laryngeal squamous cell
hsa-mir-101,DOWN,laryngeal squamous cell carcinoma,D000077195,DOID_2876,"Cancer, Integumentary System, Cells",carcinoma,laryngeal squamous cell
hsa-mir-101,DOWN,liver cancer,D008113,DOID_3571,"Cancer, Digestive & Gastrointestinal Conditions",liver cancer,
hsa-mir-101,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-101,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-101,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
