PMID,miRNA_ID,miRBase_acc,Drug,CID,SMILES,miRNA_expression,Drug_effect,Target_gene,Regulation,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
18645025,hsa-mir-301a,MI0000745,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-30a,MI0000088,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-30e,MI0000749,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-31,MI0000089,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-320a,MI0000542,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-323a,MI0000807,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-324,MI0000813,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-328,MI0000804,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-331,MI0000812,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-339,MI0000815,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-342,MI0000805,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-345,MI0000825,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-34a,MI0000268,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-34c,MI0000743,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-362,MI0000762,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,,,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-373,MI0000781,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-374a,MI0000782,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-375,MI0000783,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-376a-1,MI0000784,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-378a,MI0000786,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-409,MI0001735,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-410,MI0002465,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-411,MI0003675,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-421,MI0003685,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-422a,MI0001444,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-424,MI0001446,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-429,MI0001641,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-431,MI0001721,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-432,MI0003133,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-433,MI0001723,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-450a-1,MI0001652,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-451a,MI0001729,Doxorubicin (Adriamycin),,,DOWN,Sensitive,MDR1,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-455,MI0003513,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-484,MI0002468,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-485,MI0002469,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-486-1,MI0002470,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-487a,MI0002471,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-487b,MI0003530,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-489,MI0003124,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-493,MI0003132,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-495,MI0003135,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-503,MI0003188,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-532,MI0003205,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-542,MI0003686,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-550a-1,MI0003600,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-557,MI0003563,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-565,MI0003571,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-574,MI0003581,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-584,MI0003591,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-590,MI0003602,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-594,MI0003606,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-615,MI0003628,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-637,MI0003652,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-654,MI0003676,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-660,MI0003684,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-7-1,MI0000263,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-9-1,MI0000466,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-93,MI0000095,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-96,MI0000098,Doxorubicin (Adriamycin),,,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18645025,hsa-mir-99b,MI0000746,Doxorubicin (Adriamycin),,,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18695884,hsa-let-7a-1,MI0000060,Capecitabine,60953;16760214;42066809,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2[C@H]([C@@H]([C@H](O2)C)O)O;CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O;CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@H]([C@@H]([C@H](O2)C)O)O,UP,Resistant,,,rectal adenocarcinoma,D000230,DOID_1996,"Cancer, Digestive & Gastrointestinal Conditions",adenocarcinoma,rectal
18695884,hsa-mir-198,MI0000240,Capecitabine,60953;16760214;42066809,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2[C@H]([C@@H]([C@H](O2)C)O)O;CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O;CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@H]([C@@H]([C@H](O2)C)O)O,UP,Resistant,,,rectal adenocarcinoma,D000230,DOID_1996,"Cancer, Digestive & Gastrointestinal Conditions",adenocarcinoma,rectal
18695884,hsa-mir-33a,MI0000091,Capecitabine,60953;16760214;42066809,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2[C@H]([C@@H]([C@H](O2)C)O)O;CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O;CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@H]([C@@H]([C@H](O2)C)O)O,UP,Resistant,,,rectal adenocarcinoma,D000230,DOID_1996,"Cancer, Digestive & Gastrointestinal Conditions",adenocarcinoma,rectal
18708351,,,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Resistant,p27Kip1,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,,,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Resistant,p27Kip1,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,,,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-203a,MI0000283,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-21,MI0000077,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-181a-1,MI0000289,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-221,MI0000298,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,DOWN,Resistant,p27Kip1,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-222,MI0000299,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,DOWN,Resistant,p27Kip1,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-23a,MI0000079,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-24-1,MI0000080,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-27a,MI0000085,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-32,MI0000090,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-342,MI0000805,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-375,MI0000783,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18708351,hsa-mir-489,MI0003124,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,UP,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18758960,hsa-let-7a-1,MI0000060,Doxorubicin (Adriamycin),,,DOWN,Resistant,caspase-3,,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
18758960,hsa-let-7a-1,MI0000060,Doxorubicin (Adriamycin),,,DOWN,Resistant,caspase-3,,squamous carcinoma,D002294,DOID_1749,"Cancer, Integumentary System",carcinoma,squamous
18758960,hsa-let-7a-1,MI0000060,Interferon-gamma,,,DOWN,Resistant,caspase-3,,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
18758960,hsa-let-7a-1,MI0000060,Interferon-gamma,,,DOWN,Resistant,caspase-3,,squamous carcinoma,D002294,DOID_1749,"Cancer, Integumentary System",carcinoma,squamous
18758960,hsa-let-7a-1,MI0000060,Paclitaxel,4666;36314;441276;6604028;24791027;155982214,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@@H](C(=O)[C@]3([C@@H](C[C@@H]4[C@@]([C@@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,DOWN,Resistant,caspase-3,,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
18758960,hsa-let-7a-1,MI0000060,Paclitaxel,4666;36314;441276;6604028;24791027;155982214,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@@H](C(=O)[C@]3([C@@H](C[C@@H]4[C@@]([C@@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,DOWN,Resistant,caspase-3,,squamous carcinoma,D002294,DOID_1749,"Cancer, Integumentary System",carcinoma,squamous
18790736,hsa-mir-221,MI0000298,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,DOWN,Resistant,Eralpha,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18790736,hsa-mir-222,MI0000299,Tamoxifen,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,DOWN,Resistant,Eralpha,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
18803879,hsa-mir-34a,MI0000268,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,Bcl-2,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
18803879,hsa-mir-34a,MI0000268,Docetaxel,3143;64780;148123;148124;11970251,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)C([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O.O.O.O;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,DOWN,Sensitive,Bcl-2,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
18803879,hsa-mir-34a,MI0000268,Doxorubicin (Adriamycin),,,DOWN,Sensitive,Bcl-2,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
18803879,hsa-mir-34a,MI0000268,Gemcitabine,3461;60749;60750;11054511,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)C2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,DOWN,Sensitive,Bcl-2,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
18818206,hsa-mir-1-1,MI0000651,Doxorubicin (Adriamycin),,,DOWN,Sensitive,MET,,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
18823650,hsa-let-7e,MI0000066,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,hsa-mir-10a,MI0000266,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,,,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,hsa-mir-19b-1,MI0000074,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,hsa-mir-20a,MI0000076,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,hsa-mir-23a,MI0000079,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,hsa-mir-23b,MI0000439,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,hsa-mir-26a-1,MI0000083,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,hsa-mir-29c,MI0000735,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,hsa-mir-92a-1,MI0000093,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,hsa-mir-93,MI0000095,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,hsa-mir-99a,MI0000101,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
18823650,hsa-mir-100,MI0000102,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,UP,Sensitive,,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
