miRNA_ID,miRBase_acc,TSS_position,TSS_score,TSS_CAGE,TSS_tag,TSS_DNase,TSS_H3K4me3,TSS_Pol II
hsa-mir-122,MI0000442,chr18:58315594-58316154[+],0.72,NO,YES,NO,NO,YES
hsa-mir-122,MI0000442,chr18:58316674-58317434[+],749,NO,YES,NO,NO,YES
hsa-mir-122,MI0000442,chr18:58318174-58318534[+],714,NO,YES,NO,NO,YES
hsa-mir-122,MI0000442,chr18:58337634-58337834[+],718,NO,YES,NO,YES,NO
hsa-mir-122,MI0000442,chr18:58338474-58339014[+],774,NO,YES,NO,YES,NO
hsa-mir-122,MI0000442,chr18:58340114-58340134[+],708,NO,YES,NO,YES,NO
hsa-mir-122,MI0000442,chr18:58346154-58346394[+],728,YES,YES,NO,NO,NO
hsa-mir-1224,MI0003764,chr3:184074665-184075165[+],836,YES,YES,YES,YES,YES
hsa-mir-1224,MI0003764,chr3:184085945-184086845[+],712,YES,YES,YES,YES,YES
hsa-mir-1225,MI0006311,chr16:2222004-2222404[-],787,YES,YES,YES,YES,NO
hsa-mir-1225,MI0006311,chr16:2224784-2225724[-],707,NO,YES,YES,YES,NO
hsa-mir-1225,MI0006311,chr16:2227204-2227404[-],0.71,NO,YES,YES,YES,YES
hsa-mir-1225,MI0006311,chr16:2233584-2234004[-],716,NO,YES,NO,YES,NO
hsa-mir-1225,MI0006311,chr16:2234944-2235364[-],716,NO,YES,YES,YES,YES
hsa-mir-1225,MI0006311,chr16:2235964-2236724[-],753,NO,YES,YES,YES,YES
hsa-mir-1225,MI0006311,chr16:2247864-2250224[-],0.73,YES,YES,YES,YES,NO
hsa-mir-1225,MI0006311,chr16:2252584-2257024[-],764,YES,YES,YES,YES,YES
hsa-mir-1225,MI0006311,chr16:2258164-2258184[-],708,NO,YES,NO,YES,YES
hsa-mir-1225,MI0006311,chr16:2259264-2260084[-],716,NO,YES,YES,YES,YES
hsa-mir-1225,MI0006311,chr16:2273244-2273484[-],815,NO,YES,NO,NO,NO
hsa-mir-1226,MI0006313,chr3:47679955-47682855[+],819,YES,YES,YES,YES,YES
hsa-mir-1226,MI0006313,chr3:47688695-47689775[+],812,NO,YES,YES,YES,YES
hsa-mir-1226,MI0006313,chr3:47702015-47704335[+],776,YES,YES,YES,YES,NO
hsa-mir-1226,MI0006313,chr3:47724575-47726295[+],0.85,YES,YES,YES,YES,YES
hsa-mir-1226,MI0006313,chr3:47735755-47735875[+],705,NO,YES,NO,NO,NO
hsa-mir-1226,MI0006313,chr3:47737815-47737995[+],0.74,NO,YES,YES,NO,NO
hsa-mir-1227,MI0006316,chr19:2336289-2337589[-],745,YES,YES,YES,YES,YES
hsa-mir-1227,MI0006316,chr19:2340429-2340529[-],709,NO,YES,NO,YES,NO
hsa-mir-1227,MI0006316,chr19:2366669-2366809[-],731,YES,YES,YES,NO,YES
hsa-mir-1227,MI0006316,chr19:2369309-2371349[-],814,YES,YES,YES,YES,YES
hsa-mir-1227,MI0006316,chr19:2373889-2373989[-],703,YES,YES,YES,YES,YES
hsa-mir-1227,MI0006316,chr19:2382249-2382709[-],706,YES,YES,YES,YES,NO
hsa-mir-1227,MI0006316,chr19:2394869-2394969[-],739,NO,YES,NO,YES,NO
hsa-mir-1227,MI0006316,chr19:2402489-2402909[-],711,NO,NO,YES,YES,NO
hsa-mir-1227,MI0006316,chr19:2427789-2429809[-],755,YES,YES,YES,YES,YES
hsa-mir-1228,MI0006318,chr12:56998844-56999104[+],703,NO,YES,NO,NO,NO
hsa-mir-1228,MI0006318,chr12:57002044-57002504[+],729,NO,YES,NO,NO,YES
hsa-mir-1228,MI0006318,chr12:57010004-57012644[+],793,YES,YES,YES,YES,YES
hsa-mir-1228,MI0006318,chr12:57024324-57024504[+],725,NO,NO,YES,NO,NO
hsa-mir-1228,MI0006318,chr12:57027124-57032904[+],784,YES,YES,YES,YES,YES
hsa-mir-1228,MI0006318,chr12:57034004-57034184[+],774,NO,NO,YES,YES,NO
hsa-mir-1228,MI0006318,chr12:57035644-57036344[+],722,NO,YES,YES,NO,NO
hsa-mir-1228,MI0006318,chr12:57038984-57039144[+],815,NO,YES,YES,NO,NO
hsa-mir-1228,MI0006318,chr12:57048884-57049464[+],725,YES,NO,YES,NO,NO
hsa-mir-1228,MI0006318,chr12:57051944-57052084[+],743,NO,NO,YES,NO,NO
hsa-mir-1228,MI0006318,chr12:57056164-57056224[+],704,NO,YES,NO,NO,NO
hsa-mir-1228,MI0006318,chr12:57073144-57073384[+],716,NO,YES,NO,NO,NO
hsa-mir-1228,MI0006318,chr12:57075904-57076144[+],774,YES,YES,YES,NO,NO
hsa-mir-1228,MI0006318,chr12:57083064-57083204[+],765,NO,YES,YES,NO,NO
hsa-mir-1229,MI0006319,chr5:179901946-179902046[-],736,NO,YES,YES,NO,NO
hsa-mir-1229,MI0006319,chr5:179904706-179908226[-],786,YES,YES,YES,YES,YES
hsa-mir-1229,MI0006319,chr5:179916586-179917606[-],731,YES,YES,NO,YES,NO
hsa-mir-1229,MI0006319,chr5:179918926-179923086[-],768,YES,YES,YES,YES,YES
hsa-mir-1229,MI0006319,chr5:179923906-179924126[-],728,YES,YES,NO,YES,NO
hsa-mir-1229,MI0006319,chr5:179939746-179939766[-],701,NO,YES,YES,NO,NO
hsa-mir-1229,MI0006319,chr5:179957586-179957766[-],705,YES,YES,YES,YES,YES
hsa-mir-1229,MI0006319,chr5:179958626-179960326[-],831,YES,YES,YES,YES,YES
hsa-mir-1229,MI0006319,chr5:179970706-179970826[-],0.74,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201609711-201609991[+],737,NO,NO,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201612451-201612591[+],0.71,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201613571-201613851[+],836,YES,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201614751-201616151[+],766,YES,YES,YES,YES,NO
hsa-mir-1231,MI0006321,chr1:201617211-201617251[+],714,NO,NO,NO,YES,NO
hsa-mir-1231,MI0006321,chr1:201618811-201619071[+],715,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201619891-201620331[+],762,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201620991-201621031[+],707,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201623491-201625671[+],718,NO,NO,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201630711-201630951[+],713,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201631791-201632191[+],755,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201636791-201637011[+],714,YES,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201637871-201638231[+],755,YES,YES,YES,YES,NO
hsa-mir-1231,MI0006321,chr1:201638791-201641731[+],834,YES,YES,YES,YES,NO
hsa-mir-1231,MI0006321,chr1:201642831-201642851[+],707,NO,YES,NO,YES,NO
hsa-mir-1231,MI0006321,chr1:201652311-201652371[+],723,NO,YES,NO,NO,NO
hsa-mir-1231,MI0006321,chr1:201665231-201667371[+],726,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201669031-201671011[+],743,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201682531-201682791[+],726,YES,YES,NO,NO,NO
hsa-mir-1231,MI0006321,chr1:201683471-201683851[+],736,YES,YES,NO,NO,NO
hsa-mir-1231,MI0006321,chr1:201685871-201688031[+],0.72,YES,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201690851-201692311[+],0.72,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201693131-201693531[+],755,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201694191-201694211[+],707,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201698151-201698231[+],723,NO,YES,NO,NO,NO
hsa-mir-1231,MI0006321,chr1:201705091-201705211[+],724,NO,YES,NO,NO,NO
hsa-mir-1231,MI0006321,chr1:201707011-201707471[+],0.71,NO,YES,YES,NO,NO
hsa-mir-1231,MI0006321,chr1:201708031-201708611[+],735,NO,YES,YES,NO,NO
hsa-mir-1233-1,MI0006323,chr15:34506650-34506830[-],716,NO,YES,NO,NO,NO
hsa-mir-1233-1,MI0006323,chr15:34528670-34528690[-],714,NO,YES,NO,NO,NO
hsa-mir-1233-1,MI0006323,chr15:34533290-34534770[-],713,NO,YES,YES,YES,NO
hsa-mir-1233-1,MI0006323,chr15:34535590-34538330[-],829,YES,YES,YES,YES,YES
hsa-mir-1233-1,MI0006323,chr15:34682031-34684571[-],839,YES,YES,YES,YES,YES
hsa-mir-1233-1,MI0006323,chr15:34687931-34688711[-],779,YES,YES,NO,YES,NO
hsa-mir-1234,MI0006324,chr8:144506905-144510125[-],779,YES,YES,YES,YES,YES
hsa-mir-1234,MI0006324,chr8:144511245-144511265[-],702,NO,NO,NO,YES,NO
hsa-mir-1234,MI0006324,chr8:144512485-144515745[-],0.74,YES,YES,YES,YES,YES
hsa-mir-1234,MI0006324,chr8:144516365-144517065[-],823,YES,YES,NO,NO,YES
hsa-mir-1234,MI0006324,chr8:144517825-144518385[-],738,YES,YES,NO,NO,YES
hsa-mir-1234,MI0006324,chr8:144519405-144519445[-],714,NO,YES,NO,NO,YES
hsa-mir-1234,MI0006324,chr8:144522745-144522845[-],719,NO,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144523745-144524105[-],0.72,NO,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144525385-144530005[-],758,YES,YES,YES,YES,YES
hsa-mir-1234,MI0006324,chr8:144531225-144531405[-],717,YES,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144532265-144532465[-],0.72,NO,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144532985-144535125[-],713,NO,YES,YES,NO,NO
hsa-mir-1234,MI0006324,chr8:144536245-144536465[-],0.72,NO,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144541085-144541285[-],0.72,NO,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144542325-144545365[-],754,YES,YES,YES,YES,YES
hsa-mir-1234,MI0006324,chr8:144546445-144546465[-],711,NO,NO,NO,YES,NO
hsa-mir-1234,MI0006324,chr8:144550185-144550705[-],722,NO,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144551645-144555485[-],738,NO,YES,NO,NO,YES
hsa-mir-1234,MI0006324,chr8:144556965-144557105[-],719,NO,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144559145-144559165[-],719,NO,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144560185-144560385[-],787,NO,YES,NO,YES,NO
hsa-mir-1234,MI0006324,chr8:144561025-144568105[-],788,YES,YES,YES,YES,YES
hsa-mir-1234,MI0006324,chr8:144569185-144569205[-],713,NO,YES,NO,YES,NO
hsa-mir-1234,MI0006324,chr8:144572405-144572485[-],719,NO,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144573405-144573725[-],721,NO,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144575685-144579525[-],742,YES,YES,YES,YES,YES
hsa-mir-1234,MI0006324,chr8:144580565-144580625[-],0.71,NO,YES,NO,YES,YES
hsa-mir-1234,MI0006324,chr8:144595065-144595425[-],721,YES,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144596885-144597105[-],0.72,YES,YES,NO,NO,NO
hsa-mir-1234,MI0006324,chr8:144598745-144598825[-],719,NO,YES,NO,NO,NO
hsa-mir-1236,MI0006326,chr6:32057800-32059640[-],775,YES,YES,YES,YES,YES
hsa-mir-1236,MI0006326,chr6:32070680-32073700[-],756,YES,YES,YES,YES,YES
hsa-mir-1236,MI0006326,chr6:32146640-32146880[-],714,NO,YES,YES,YES,NO
hsa-mir-1236,MI0006326,chr6:32148340-32148560[-],758,NO,YES,YES,NO,YES
hsa-mir-1237,MI0006327,chr11:64169702-64172282[+],807,YES,YES,YES,YES,YES
hsa-mir-1237,MI0006327,chr11:64183422-64187022[+],755,YES,YES,YES,YES,YES
hsa-mir-1237,MI0006327,chr11:64190802-64193202[+],0.72,YES,YES,NO,YES,NO
hsa-mir-1237,MI0006327,chr11:64199142-64201442[+],729,YES,YES,YES,YES,NO
hsa-mir-1237,MI0006327,chr11:64204142-64206982[+],821,YES,YES,YES,YES,YES
hsa-mir-1237,MI0006327,chr11:64209402-64209602[+],704,NO,YES,NO,NO,NO
hsa-mir-1237,MI0006327,chr11:64213862-64214082[+],721,NO,YES,YES,NO,NO
hsa-mir-1237,MI0006327,chr11:64216542-64219902[+],786,YES,YES,YES,YES,YES
hsa-mir-1237,MI0006327,chr11:64231882-64232042[+],744,NO,NO,YES,NO,NO
hsa-mir-1237,MI0006327,chr11:64240142-64240342[+],736,YES,YES,YES,NO,NO
hsa-mir-1237,MI0006327,chr11:64242082-64242822[+],771,YES,YES,YES,YES,YES
hsa-mir-1237,MI0006327,chr11:64255162-64255642[+],769,YES,YES,YES,YES,NO
hsa-mir-1237,MI0006327,chr11:64258422-64260802[+],746,YES,YES,YES,YES,NO
hsa-mir-1238,MI0006328,chr19:10353222-10354702[+],763,YES,YES,NO,YES,NO
hsa-mir-1238,MI0006328,chr19:10360062-10360082[+],701,NO,YES,YES,NO,NO
hsa-mir-1238,MI0006328,chr19:10361162-10361882[+],832,NO,YES,YES,YES,NO
hsa-mir-1238,MI0006328,chr19:10367102-10367402[+],709,YES,YES,NO,NO,NO
hsa-mir-1238,MI0006328,chr19:10368602-10369122[+],717,YES,YES,NO,NO,NO
hsa-mir-1238,MI0006328,chr19:10377602-10377802[+],703,NO,NO,NO,YES,NO
hsa-mir-1238,MI0006328,chr19:10378662-10379882[+],829,NO,YES,YES,YES,NO
hsa-mir-1238,MI0006328,chr19:10386302-10386742[+],711,NO,YES,NO,NO,NO
hsa-mir-1238,MI0006328,chr19:10389362-10389842[+],714,NO,YES,NO,NO,NO
hsa-mir-1238,MI0006328,chr19:10391182-10392402[+],708,NO,YES,YES,NO,NO
hsa-mir-1238,MI0006328,chr19:10399922-10400562[+],0.71,NO,YES,NO,YES,NO
hsa-mir-1238,MI0006328,chr19:10401182-10404122[+],0.83,YES,YES,YES,YES,YES
hsa-mir-1238,MI0006328,chr19:10405682-10406102[+],739,NO,YES,YES,NO,NO
hsa-mir-1238,MI0006328,chr19:10413222-10413422[+],715,NO,YES,NO,YES,NO
hsa-mir-1238,MI0006328,chr19:10414062-10418822[+],747,YES,YES,NO,YES,NO
hsa-mir-1238,MI0006328,chr19:10419482-10419502[+],701,NO,YES,NO,YES,NO
hsa-mir-1238,MI0006328,chr19:10440482-10440942[+],701,NO,NO,YES,NO,NO
hsa-mir-1238,MI0006328,chr19:10441482-10441922[+],726,NO,NO,YES,NO,NO
hsa-mir-1238,MI0006328,chr19:10443242-10445342[+],841,YES,YES,YES,YES,YES
hsa-mir-1238,MI0006328,chr19:10446902-10446982[+],706,NO,YES,NO,NO,NO
hsa-mir-1238,MI0006328,chr19:10451982-10452122[+],0.71,NO,YES,NO,NO,NO
hsa-mir-124-1,MI0000443,chr8:10003472-10007412[-],725,YES,YES,NO,YES,NO
hsa-mir-124-1,MI0000443,chr8:10008192-10008332[-],705,YES,NO,NO,YES,NO
hsa-mir-124-1,MI0000443,chr8:10010612-10011112[-],759,NO,YES,NO,YES,NO
hsa-mir-124-1,MI0000443,chr8:10015212-10020152[-],776,YES,YES,NO,YES,NO
hsa-mir-124-1,MI0000443,chr8:10033592-10034172[-],813,YES,YES,YES,YES,NO
hsa-mir-124-1,MI0000443,chr8:10063272-10063852[-],743,NO,NO,NO,YES,NO
hsa-mir-124-2,MI0000444,chr8:64268529-64268609[+],709,YES,YES,NO,YES,NO
hsa-mir-124-2,MI0000444,chr8:64269229-64270249[+],839,YES,YES,NO,YES,NO
hsa-mir-124-2,MI0000444,chr8:64271309-64279149[+],763,YES,YES,NO,YES,NO
hsa-mir-1243,MI0006373,chr4:112941603-112941683[+],0.72,NO,YES,NO,NO,NO
hsa-mir-1243,MI0006373,chr4:112944663-112944803[+],723,NO,YES,NO,NO,NO
hsa-mir-1243,MI0006373,chr4:112948103-112948303[+],709,YES,YES,NO,YES,NO
hsa-mir-1243,MI0006373,chr4:112948923-112952303[+],875,YES,YES,NO,YES,NO
hsa-mir-1243,MI0006373,chr4:112966423-112966523[+],715,NO,YES,NO,NO,NO
hsa-mir-1243,MI0006373,chr4:112972783-112972803[+],717,YES,YES,NO,NO,NO
hsa-mir-124-3,MI0000445,chr20:62981340-62983220[+],709,NO,NO,YES,NO,YES
hsa-mir-124-3,MI0000445,chr20:62983800-62985380[+],714,NO,NO,NO,NO,YES
hsa-mir-124-3,MI0000445,chr20:62986820-62988400[+],711,NO,NO,YES,NO,NO
hsa-mir-124-3,MI0000445,chr20:62988900-62990100[+],709,NO,NO,YES,NO,NO
hsa-mir-124-3,MI0000445,chr20:62990620-62993700[+],709,NO,NO,YES,NO,NO
hsa-mir-124-3,MI0000445,chr20:62994360-62997900[+],711,NO,NO,YES,NO,NO
hsa-mir-124-3,MI0000445,chr20:62998700-63003200[+],744,YES,YES,YES,YES,NO
hsa-mir-124-3,MI0000445,chr20:63005180-63007320[+],706,NO,NO,YES,NO,NO
hsa-mir-124-3,MI0000445,chr20:63016220-63016300[+],711,NO,YES,NO,NO,NO
hsa-mir-124-3,MI0000445,chr20:63019500-63019520[+],704,NO,NO,YES,NO,NO
hsa-mir-124-3,MI0000445,chr20:63020020-63022360[+],745,NO,NO,YES,NO,NO
hsa-mir-124-3,MI0000445,chr20:63022960-63027040[+],721,NO,NO,YES,NO,NO
hsa-mir-124-3,MI0000445,chr20:63028360-63030060[+],711,NO,YES,YES,NO,NO
hsa-mir-124-3,MI0000445,chr20:63073660-63076460[+],753,YES,YES,NO,YES,NO
hsa-mir-124-3,MI0000445,chr20:63077500-63078500[+],738,YES,YES,YES,YES,NO
hsa-mir-1244-1,MI0006379,chr2:231514414-231515554[+],0.74,YES,YES,YES,YES,YES
hsa-mir-1244-1,MI0006379,chr2:231521374-231522094[+],709,NO,YES,YES,YES,NO
hsa-mir-1244-1,MI0006379,chr2:231540714-231541034[+],724,NO,YES,YES,YES,NO
hsa-mir-1244-1,MI0006379,chr2:231542794-231543134[+],729,YES,YES,YES,YES,NO
hsa-mir-1244-1,MI0006379,chr2:231548834-231548854[+],701,NO,NO,YES,NO,NO
hsa-mir-1244-1,MI0006379,chr2:231561774-231563134[+],766,NO,YES,YES,YES,NO
hsa-mir-1244-1,MI0006379,chr2:231566334-231567514[+],789,NO,YES,YES,YES,YES
hsa-mir-1244-1,MI0006379,chr2:231575034-231575054[+],0.71,NO,YES,YES,NO,NO
hsa-mir-1244-1,MI0006379,chr2:231577814-231577854[+],723,NO,YES,YES,NO,NO
hsa-mir-1244-1,MI0006379,chr2:231580734-231582294[+],744,YES,YES,YES,YES,YES
hsa-mir-1244-1,MI0006379,chr2:231583114-231583134[+],712,YES,YES,NO,YES,NO
hsa-mir-1244-1,MI0006379,chr2:231585574-231585894[+],701,YES,YES,YES,YES,YES
hsa-mir-1244-1,MI0006379,chr2:231587274-231587794[+],716,NO,YES,YES,YES,YES
hsa-mir-1244-1,MI0006379,chr2:231601894-231602014[+],714,NO,YES,NO,NO,YES
hsa-mir-1244-1,MI0006379,chr2:231606474-231611054[+],773,YES,YES,YES,YES,YES
hsa-mir-1244-1,MI0006379,chr5:118846206-118846466[+],853,YES,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr5:118873546-118873746[+],731,YES,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9339551-9341511[-],799,YES,YES,NO,YES,NO
hsa-mir-1244-1,MI0006379,chr12:9342631-9342651[-],712,YES,NO,NO,YES,NO
hsa-mir-1244-1,MI0006379,chr12:9373231-9373311[-],718,YES,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9382151-9382551[-],711,YES,YES,YES,YES,NO
hsa-mir-1244-1,MI0006379,chr12:9383291-9384311[-],834,YES,YES,YES,YES,YES
hsa-mir-1244-1,MI0006379,chr12:9385251-9385271[-],711,NO,NO,YES,NO,YES
hsa-mir-1244-1,MI0006379,chr12:9393111-9393231[-],718,NO,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9393891-9394191[-],719,NO,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9394871-9394891[-],718,NO,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9397331-9397491[-],0.72,NO,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9398831-9398911[-],718,NO,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9410271-9410431[-],718,NO,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9423511-9423751[-],718,NO,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9427971-9428031[-],718,NO,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9430071-9430371[-],714,NO,YES,YES,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9431271-9431831[-],726,NO,YES,YES,NO,NO
hsa-mir-1244-1,MI0006379,chr12:9432371-9432431[-],706,NO,YES,YES,NO,NO
hsa-mir-1244-1,MI0006379,chr12:11916112-11916572[+],717,NO,NO,YES,NO,NO
hsa-mir-1244-1,MI0006379,chr12:11917192-11917652[+],747,NO,NO,YES,NO,NO
hsa-mir-1244-1,MI0006379,chr12:11918292-11918352[+],717,NO,NO,YES,NO,NO
hsa-mir-1244-1,MI0006379,chr12:11931772-11933692[+],797,NO,YES,YES,YES,NO
hsa-mir-1244-1,MI0006379,chr12:11934652-11934672[+],0.71,NO,NO,YES,NO,NO
hsa-mir-1244-1,MI0006379,chr12:11948352-11949092[+],726,YES,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:11949612-11950112[+],736,YES,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:11950832-11950952[+],722,YES,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:11969932-11970192[+],725,YES,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:11970732-11971332[+],733,YES,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:12009972-12010212[+],726,YES,YES,NO,NO,NO
hsa-mir-1244-1,MI0006379,chr12:12010792-12011392[+],732,YES,YES,NO,NO,NO
hsa-mir-1245a,MI0006380,chr2:188874092-188874532[+],784,YES,YES,YES,NO,NO
hsa-mir-1245b,MI0017431,chr2:189094741-189094801[-],739,YES,YES,NO,NO,NO
hsa-mir-1245b,MI0017431,chr2:189108941-189109101[-],737,YES,YES,NO,NO,NO
hsa-mir-1245b,MI0017431,chr2:189110701-189110721[-],707,YES,YES,NO,NO,NO
hsa-mir-1245b,MI0017431,chr2:189111681-189111881[-],745,YES,YES,NO,NO,NO
hsa-mir-1245b,MI0017431,chr2:189176681-189176861[-],878,NO,YES,YES,NO,NO
hsa-mir-1246,MI0006381,chr2:176719032-176719672[-],718,NO,NO,YES,NO,NO
hsa-mir-1246,MI0006381,chr2:176737132-176738352[-],876,YES,YES,YES,YES,NO
hsa-mir-1246,MI0006381,chr2:176753412-176753432[-],704,NO,NO,YES,NO,NO
hsa-mir-1246,MI0006381,chr2:176753952-176754092[-],745,NO,NO,YES,NO,NO
hsa-mir-1247,MI0006382,chr14:101660422-101661602[-],715,YES,YES,YES,NO,NO
hsa-mir-1247,MI0006382,chr14:101663782-101665262[-],761,NO,YES,NO,YES,NO
hsa-mir-1247,MI0006382,chr14:101681822-101683622[-],718,NO,YES,YES,NO,NO
hsa-mir-1247,MI0006382,chr14:101684202-101684702[-],757,NO,YES,YES,NO,NO
hsa-mir-1247,MI0006382,chr14:101685242-101688682[-],717,NO,YES,YES,NO,NO
hsa-mir-1247,MI0006382,chr14:101696222-101697182[-],0.73,NO,NO,YES,NO,NO
hsa-mir-1247,MI0006382,chr14:101697982-101699862[-],723,NO,NO,YES,NO,NO
hsa-mir-1247,MI0006382,chr14:101700562-101703462[-],721,NO,NO,YES,NO,NO
hsa-mir-1247,MI0006382,chr14:101704102-101705082[-],0.72,NO,NO,YES,NO,NO
hsa-mir-1247,MI0006382,chr14:101705882-101707402[-],0.72,NO,NO,YES,NO,NO
hsa-mir-1247,MI0006382,chr14:101727122-101727422[-],712,NO,NO,YES,YES,NO
hsa-mir-1247,MI0006382,chr14:101728162-101729002[-],831,NO,NO,YES,YES,NO
hsa-mir-1247,MI0006382,chr14:101730102-101730122[-],706,YES,NO,NO,YES,NO
hsa-mir-1248,MI0006383,chr3:186672112-186673292[+],749,NO,YES,YES,YES,NO
hsa-mir-1248,MI0006383,chr3:186683052-186684952[+],787,YES,YES,YES,YES,YES
hsa-mir-1249,MI0006384,chr22:45301779-45301979[-],704,YES,YES,NO,NO,NO
hsa-mir-1249,MI0006384,chr22:45302959-45303199[-],706,YES,YES,NO,NO,NO
hsa-mir-1249,MI0006384,chr22:45305259-45305379[-],702,NO,YES,NO,NO,NO
hsa-mir-1249,MI0006384,chr22:45307239-45307339[-],0.7,NO,YES,NO,YES,NO
hsa-mir-1249,MI0006384,chr22:45308079-45313419[-],735,YES,YES,YES,YES,NO
hsa-mir-1249,MI0006384,chr22:45315819-45316939[-],738,NO,YES,NO,YES,NO
hsa-mir-1249,MI0006384,chr22:45323999-45324039[-],702,NO,YES,NO,NO,NO
hsa-mir-1249,MI0006384,chr22:45334799-45334999[-],0.71,YES,YES,NO,YES,NO
hsa-mir-1249,MI0006384,chr22:45335619-45336119[-],751,YES,NO,NO,YES,NO
hsa-mir-1249,MI0006384,chr22:45338079-45341579[-],784,YES,YES,YES,YES,NO
hsa-mir-1249,MI0006384,chr22:45345419-45346059[-],722,NO,YES,NO,NO,YES
hsa-mir-1249,MI0006384,chr22:45362899-45362919[-],705,NO,NO,YES,NO,NO
hsa-mir-1249,MI0006384,chr22:45363539-45364039[-],727,NO,NO,YES,NO,NO
hsa-mir-1249,MI0006384,chr22:45367719-45369799[-],0.83,NO,YES,YES,YES,YES
hsa-mir-1249,MI0006384,chr22:45371699-45372919[-],735,NO,YES,YES,YES,YES
hsa-mir-1249,MI0006384,chr22:45373579-45373599[-],701,NO,NO,NO,NO,YES
hsa-mir-1249,MI0006384,chr22:45378479-45378939[-],701,NO,NO,NO,NO,YES
hsa-mir-1249,MI0006384,chr22:45379579-45380099[-],729,NO,YES,NO,NO,YES
hsa-mir-1249,MI0006384,chr22:45384579-45386239[-],756,YES,YES,YES,YES,YES
hsa-mir-1249,MI0006384,chr22:45386879-45387519[-],742,YES,YES,NO,NO,YES
hsa-mir-1250,MI0006385,chr17:81242868-81242988[-],745,NO,YES,YES,NO,NO
hsa-mir-1250,MI0006385,chr17:81250868-81250888[-],708,YES,NO,YES,NO,NO
hsa-mir-1250,MI0006385,chr17:81259928-81260628[-],743,YES,NO,YES,YES,NO
hsa-mir-1250,MI0006385,chr17:81263088-81267108[-],746,YES,YES,NO,YES,YES
hsa-mir-1250,MI0006385,chr17:81295668-81295828[-],722,YES,YES,YES,NO,NO
hsa-mir-1250,MI0006385,chr17:81321588-81323888[-],798,YES,YES,YES,YES,YES
hsa-mir-1251,MI0006386,chr12:97355129-97355329[+],703,NO,YES,NO,YES,NO
hsa-mir-1251,MI0006386,chr12:97355969-97356649[+],807,NO,YES,NO,YES,NO
hsa-mir-1251,MI0006386,chr12:97361749-97361849[+],706,YES,YES,NO,YES,NO
hsa-mir-1251,MI0006386,chr12:97362589-97365709[+],808,YES,YES,NO,YES,NO
hsa-mir-1251,MI0006386,chr12:97389249-97389269[+],707,NO,YES,NO,NO,NO
