miRNA_ID,miRBase_acc,precursor_miRNA_id,PMID,diagnostic_marker,prognostic_marker,tested_prognostic_outcome,Biomarker_sample_type,miRNA_expression,Cell_line,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-miR-125b-5p,MIMAT0000423,hsa-mir-125b-1|hsa-mir-125b-2,24431276,YES, , ,Serum,UP,,osteoporosis,D010024,DOID_11476,Musculoskeletal Conditions,osteoporosis,
hsa-miR-125b-5p,MIMAT0000423,hsa-mir-125b-1|hsa-mir-125b-2,22806310, ,NEGATIVE,overall survival,Serum,UP,lung,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-125b-5p,MIMAT0000423,hsa-mir-125b-1|hsa-mir-125b-2,30128020, ,POSITIVE,overall survival,Plasma,UP,,multiple myeloma,D009101,DOID_9538,"Cancer, Other/Unclassified/Multisystem",multiple myeloma,
hsa-miR-125b-5p,MIMAT0000423,hsa-mir-125b-1|hsa-mir-125b-2,22806310,YES, , ,Serum,UP,lung,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-125b-5p,MIMAT0000423,hsa-mir-125b-1|hsa-mir-125b-2,30128020,YES, , ,Plasma,UP,,multiple myeloma,D009101,DOID_9538,"Cancer, Other/Unclassified/Multisystem",multiple myeloma,
hsa-miR-125b-5p,MIMAT0000423,hsa-mir-125b-1|hsa-mir-125b-2,30128020,YES, , ,Plasma,UP,,multiple myeloma,D009101,DOID_9538,"Cancer, Other/Unclassified/Multisystem",multiple myeloma,
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,24927146,YES, , ,Serum,DOWN,,"diabetes mellitus, type 2",D003924,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 2
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,24927146,YES, , ,Serum,DOWN,,glucose intolerance,D018149,"DOID_10603,HP_0001952","Immune and Autoimmune Conditions, Endocrine and Metabolic Conditions",glucose intolerance,
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,24901787,YES, , ,Plasma,UP,,osteoarthritis,D010003,DOID_8398,Musculoskeletal Conditions,osteoarthritis,
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,21969012, ,NEGATIVE,extent of myocardial damage,Plasma,DOWN,"blood, blood vessels",coronary artery disease,D003324,DOID_3393,Cardiovascular Conditions,coronary artery disease,
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,22719221,YES, , ,Plasma,DOWN,,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,24517143,YES, , ,Serum,DOWN,,atherosclerosis,D050197,DOID_1936,Cardiovascular Conditions,atherosclerosis,
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,24455723,YES, , ,Plasma,DOWN,blood,"diabetes mellitus, type 2",D003924,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 2
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,24260372,YES, , ,Plasma,UP,,"angina, unstable",D000789,,Cardiovascular Conditions,angina,unstable
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,24927146,YES, , ,Serum,DOWN,,glucose intolerance,D018149,"DOID_10603,HP_0001952","Immune and Autoimmune Conditions, Endocrine and Metabolic Conditions",glucose intolerance,
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,20651284,YES, , ,Plasma,DOWN,,"diabetes mellitus, type 2",D003924,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 2
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,24260372,YES, , ,Plasma,UP,,"angina, stable",D060050,,Cardiovascular Conditions,angina,stable
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,24517143,YES, , ,Serum,DOWN,,hypothyroidism,D007037,DOID_1459,Endocrine and Metabolic Conditions,hypothyroidism,
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,27321479,YES, , ,Blood,DOWN,,coronary artery disease,D003324,DOID_3393,Cardiovascular Conditions,coronary artery disease,
hsa-miR-126-3p,MIMAT0000445,hsa-mir-126,27321479,YES, , ,Blood,DOWN,,"diabetes mellitus, type 2",D003924,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 2
hsa-miR-126-5p,MIMAT0000444,hsa-mir-126,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-1260a,MIMAT0005911,hsa-mir-1260a,28179587,YES, , ,Plasma,UP,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-127-3p,MIMAT0000446,hsa-mir-127,24194846,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-127-3p,MIMAT0000446,hsa-mir-127,24194846,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-128-3p,MIMAT0000424,hsa-mir-128-1|hsa-mir-128-2,27246141,YES, , ,Serum,UP,,"multiple sclerosis, chronic progressive",D020528,DOID_2377,Other/Unclassified/Multisystem,multiple sclerosis,chronic progressive
hsa-miR-128-3p,MIMAT0000424,hsa-mir-128-1|hsa-mir-128-2,24368295,YES, , ,Plasma,UP,,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-128-3p,MIMAT0000424,hsa-mir-128-1|hsa-mir-128-2,30210287, ,POSITIVE,bulbar onset,Plasma,DOWN,,amyotrophic lateral sclerosis,D000690,"DOID_0111227,DOID_332",Neurological Conditions,amyotrophic lateral sclerosis,
hsa-miR-128-3p,MIMAT0000424,hsa-mir-128-1|hsa-mir-128-2,27246141,YES, , ,Serum,UP,,"multiple sclerosis, chronic progressive",D020528,DOID_2377,Other/Unclassified/Multisystem,multiple sclerosis,chronic progressive
hsa-miR-1285-3p,MIMAT0005876,hsa-mir-1285-2|hsa-mir-1285-1,22298030,YES, , ,Plasma,UP,prostate,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-1285-3p,MIMAT0005876,hsa-mir-1285-2|hsa-mir-1285-1,22298030,YES, , ,Plasma,UP,prostate,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-1290,MIMAT0005880,hsa-mir-1290,30662524,YES, , ,Plasma,UP,"colon, rectum",colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-1290,MIMAT0005880,hsa-mir-1290,27330796, ,POSITIVE,cervical cancer staging,Serum,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-1290,MIMAT0005880,hsa-mir-1290,30662524,YES, , ,Plasma,UP,"colon, rectum",colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-1290,MIMAT0005880,hsa-mir-1290,27330796,YES, , ,Serum,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-1291,MIMAT0005881,hsa-mir-1291,32399091,YES, , ,Serum,UP,,"pemphigoid, bullous",D010391,DOID_0080841,Integumentary System,pemphigoid,bullous
hsa-miR-130a-3p,MIMAT0000425,hsa-mir-130a,25126405,YES, , ,Serum,UP,,autism spectrum disorder,D000067877,DOID_0060041,Neurological Conditions,autism spectrum disorder,
hsa-miR-132-3p,MIMAT0000426,hsa-mir-132,31653266,YES, , ,Serum,DOWN,,"diabetes, gestational",D016640,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions, Pregnancy Conditions and Outcomes",diabetes,gestational
hsa-miR-132-3p,MIMAT0000426,hsa-mir-132,24368295,YES, , ,Plasma,UP,,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-132-3p,MIMAT0000426,hsa-mir-132,27357355, ,NEGATIVE,overall survival,Serum,UP,heart,coronary artery disease,D003324,DOID_3393,Cardiovascular Conditions,coronary artery disease,
hsa-miR-132-3p,MIMAT0000426,hsa-mir-132,24405714, ,POSITIVE,post-therapeutic efficacy,Serum,UP,pelvic lymph node,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,20159880,YES, , ,Plasma,UP,"heart, skeletal muscle",myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,21969012, ,POSITIVE,extent of myocardial damage,Plasma,UP,"blood, blood vessels",coronary artery disease,D003324,DOID_3393,Cardiovascular Conditions,coronary artery disease,
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,25111390,YES, , ,Plasma,UP,heart,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,25051376,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,23312977,YES, , ,Plasma,UP,ascending aorta,"aortic aneurysm, thoracic",D017545,DOID_3627,Cardiovascular Conditions,aneurysm,thoracic aortic
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,23312977,YES, , ,Plasma,UP,ascending aorta,"aortic aneurysm, thoracic",D017545,DOID_3627,Cardiovascular Conditions,aneurysm,thoracic aortic
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,22674182,YES, , ,Serum,DOWN,,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,21701171,YES, , ,Plasma,UP,heart/myocardium,st elevation myocardial infarction,D000072657,DOID_5844,Cardiovascular Conditions,myocardial infarction,st elevation
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,25111390,YES, , ,Plasma,UP,heart,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,24260372,YES, , ,Plasma,UP,,"angina, unstable",D000789,,Cardiovascular Conditions,angina,unstable
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,20696132,YES, , ,Serum,UP,"head, sinus, uterus, bladder, orbit",rhabdomyosarcoma,D012208,DOID_3247,Cancer,rhabdomyosarcoma,
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-133a-3p,MIMAT0000427,hsa-mir-133a-1|hsa-mir-133a-2,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-133a-5p,MIMAT0026478,hsa-mir-133a-1|hsa-mir-133a-2,25625292,YES, , ,Plasma,DOWN,,"tachycardia, ventricular",D017180,SYMP_0000529,Cardiovascular Conditions,tachycardia,ventricular
hsa-miR-133a-5p,MIMAT0026478,hsa-mir-133a-1|hsa-mir-133a-2,25625292,YES, , ,Plasma,DOWN,,"tachycardia, ventricular",D017180,SYMP_0000529,Cardiovascular Conditions,tachycardia,ventricular
hsa-miR-133b,MIMAT0000770,hsa-mir-133b,20696132,YES, , ,Serum,UP,"head, sinus, uterus, bladder, orbit",rhabdomyosarcoma,D012208,DOID_3247,Cancer,rhabdomyosarcoma,
hsa-miR-134-5p,MIMAT0000447,hsa-mir-134,21943159,YES, , ,Plasma,UP,heart,pulmonary embolism,D011655,DOID_9477,Respiratory Conditions,pulmonary embolism,
hsa-miR-134-5p,MIMAT0000447,hsa-mir-134,21943159,YES, , ,Plasma,UP,heart,pulmonary embolism,D011655,DOID_9477,Respiratory Conditions,pulmonary embolism,
hsa-miR-134-5p,MIMAT0000447,hsa-mir-134,24368295,YES, , ,Plasma,UP,,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-134-5p,MIMAT0000447,hsa-mir-134,20546789, ,NEGATIVE,severity of manic symtpoms,Plasma,DOWN,brain,bipolar disorder,D001714,DOID_3312,Mood and Personality Disorders,bipolar disorder,
hsa-miR-135a-3p,MIMAT0004595,hsa-mir-135a-1,21460253,YES, , ,Plasma,UP,,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-135a-3p,MIMAT0004595,hsa-mir-135a-1,21460253,YES, , ,Plasma,UP,,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-137-3p,MIMAT0000429,hsa-mir-137,27649660, ,POSITIVE,overall survival,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-138-5p,MIMAT0000430,hsa-mir-138-2|hsa-mir-138-1,24204780,YES, , ,Serum,UP,,"diabetes mellitus, type 2",D003924,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 2
hsa-miR-138-5p,MIMAT0000430,hsa-mir-138-2|hsa-mir-138-1,24204780,YES, , ,Serum,DOWN,,obesity,D009765,"DOID_9970,SYMP_0020018",Endocrine and Metabolic Conditions,obesity,
hsa-miR-138-5p,MIMAT0000430,hsa-mir-138-2|hsa-mir-138-1,24204780,YES, , ,Serum,DOWN,,obesity,D009765,"DOID_9970,SYMP_0020018",Endocrine and Metabolic Conditions,obesity,
hsa-miR-138-5p,MIMAT0000430,hsa-mir-138-2|hsa-mir-138-1,24204780,YES, , ,Serum,DOWN,,"diabetes mellitus, type 2",D003924,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 2
hsa-miR-140-3p,MIMAT0004597,hsa-mir-140,30171938,YES, , ,Serum,UP,,"osteoporosis, postmenopausal",D015663,DOID_11476,Musculoskeletal Conditions,osteoporosis,postmenopausal
hsa-miR-140-3p,MIMAT0004597,hsa-mir-140,30171938,YES, , ,Serum,UP,,"bone diseases, metabolic",D001851,DOID_0080001,"Endocrine and Metabolic Conditions, Musculoskeletal Conditions",bone disease,metabolic
hsa-miR-140-3p,MIMAT0004597,hsa-mir-140,27357355, ,NEGATIVE,overall survival,Serum,UP,heart,coronary artery disease,D003324,DOID_3393,Cardiovascular Conditions,coronary artery disease,
hsa-miR-140-3p,MIMAT0004597,hsa-mir-140,30171938,YES, , ,Serum,UP,,osteoporotic fractures,D058866,,Musculoskeletal Conditions,fractures,osteoporotic
hsa-miR-140-5p,MIMAT0000431,hsa-mir-140,21546856,YES, , ,Serum,UP,bowel,crohn disease,D003424,DOID_8778,Digestive & Gastrointestinal Conditions,crohn disease,
hsa-miR-140-5p,MIMAT0000431,hsa-mir-140,22087245,YES, , ,Serum,UP,"throat, stool or vesicle swab",picornaviridae infections,D010850,NCBITaxon_12058,Infectious Diseases,picornaviridae infections,
hsa-miR-140-5p,MIMAT0000431,hsa-mir-140,30175165,YES, , ,Serum,DOWN,,"multiple sclerosis, chronic progressive",D020528,DOID_2377,Other/Unclassified/Multisystem,multiple sclerosis,chronic progressive
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,21398193,YES, , ,Serum,UP,lung,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,21445232, ,NEGATIVE,poor survival,Plasma,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,22952344, ,NEGATIVE,overall survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,22052531,YES, , ,Serum,UP,prostate,"prostatic neoplasms, castration-resistant",D064129,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic castration-resistant
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,18663219,YES, , ,Serum,UP,prostate,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,20473869, ,NEGATIVE,high risk prostate cancer,Serum,UP,prostate,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,21398193,YES, , ,Serum,UP,lung,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,22952344, ,NEGATIVE,progression-free survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,21445232,YES, , ,Plasma,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,21274675, ,POSITIVE,metastasis,Plasma,UP,,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,21445232,YES, , ,Plasma,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,23574937, ,POSITIVE,metastasis,Plasma,UP,prostate,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,22952344,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,20473869, ,NEGATIVE,high risk prostate cancer,Serum,UP,prostate,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,21398193, ,NEGATIVE,elevated serum tumor marker (TPA and uPA) levels,Serum,UP,lung,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,21445232, ,NEGATIVE,poor survival,Plasma,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-141-3p,MIMAT0000432,hsa-mir-141,21445232, ,NEGATIVE,colon cancer staging,Plasma,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-141-5p,MIMAT0004598,hsa-mir-141,23118427,YES, , ,Serum,DOWN,endometrium/uterus,endometriosis,D004715,DOID_289,Genitourinary Conditions,endometriosis,
hsa-miR-141-5p,MIMAT0004598,hsa-mir-141,24405714,YES, , ,Serum,DOWN,pelvic lymph node,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-142-3p,MIMAT0000434,hsa-mir-142,28179587,YES, , ,Plasma,DOWN,hippocampus,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-142-3p,MIMAT0000434,hsa-mir-142,23922807,YES, , ,Plasma,DOWN,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-142-3p,MIMAT0000434,hsa-mir-142,26413249,YES, , ,Plasma,DOWN,"colon, rectum",colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-142-3p,MIMAT0000434,hsa-mir-142,28179587,YES, , ,Plasma,DOWN,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-142-3p,MIMAT0000434,hsa-mir-142,23922807,YES, , ,Plasma,DOWN,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-142-3p,MIMAT0000434,hsa-mir-142,31980721,YES, , ,Serum,UP,,bipolar disorder,D001714,DOID_3312,Mood and Personality Disorders,bipolar disorder,
hsa-miR-142-5p,MIMAT0000433,hsa-mir-142,30175165,YES, , ,Serum,DOWN,,"multiple sclerosis, chronic progressive",D020528,DOID_2377,Other/Unclassified/Multisystem,multiple sclerosis,chronic progressive
hsa-miR-143-3p,MIMAT0000435,hsa-mir-143,24993656,YES, , ,Serum,UP,liver,"hepatitis, chronic",D006521,"DOID_2237,SYMP_0000046","Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,chronic
hsa-miR-143-3p,MIMAT0000435,hsa-mir-143,24405714, ,POSITIVE,post-therapeutic efficacy,Serum,UP,pelvic lymph node,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-143-3p,MIMAT0000435,hsa-mir-143,22087245,YES, , ,Serum,UP,"throat, stool or vesicle swab",picornaviridae infections,D010850,NCBITaxon_12058,Infectious Diseases,picornaviridae infections,
hsa-miR-143-3p,MIMAT0000435,hsa-mir-143,24993656,YES, , ,Serum,UP,liver,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-145-3p,MIMAT0004601,hsa-mir-145,23118427,YES, , ,Serum,DOWN,endometrium/uterus,endometriosis,D004715,DOID_289,Genitourinary Conditions,endometriosis,
hsa-miR-145-5p,MIMAT0000437,hsa-mir-145,28284220, ,POSITIVE,overall survival,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-145-5p,MIMAT0000437,hsa-mir-145,28284220, ,POSITIVE,disease-free survival,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-145-5p,MIMAT0000437,hsa-mir-145,28284220, ,POSITIVE,overall survival,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-145-5p,MIMAT0000437,hsa-mir-145,28284220, ,POSITIVE,disease-free survival,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-145-5p,MIMAT0000437,hsa-mir-145,28284220, ,POSITIVE,overall survival,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-145-5p,MIMAT0000437,hsa-mir-145,28284220, ,POSITIVE,disease-free survival,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-146a-5p,MIMAT0000449,hsa-mir-146a,24901787,YES, , ,Plasma,UP,,osteoarthritis,D010003,DOID_8398,Musculoskeletal Conditions,osteoarthritis,
hsa-miR-146a-5p,MIMAT0000449,hsa-mir-146a,20188071,YES, , ,Serum,DOWN,,sepsis,D018805,,Bacterial Infections,sepsis,
hsa-miR-146a-5p,MIMAT0000449,hsa-mir-146a,29602672,YES, , ,Serum,UP,,acute-on-chronic liver failure,D065290,UBERON_0002107,Digestive & Gastrointestinal Conditions,liver failure,acute-on-chronic
hsa-miR-146a-5p,MIMAT0000449,hsa-mir-146a,31658043,YES, , ,Plasma,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-146a-5p,MIMAT0000449,hsa-mir-146a,31658043,YES, , ,Plasma,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-146a-5p,MIMAT0000449,hsa-mir-146a,31658043,YES, , ,Plasma,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-146a-5p,MIMAT0000449,hsa-mir-146a,31658043,YES, , ,Plasma,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-146a-5p,MIMAT0000449,hsa-mir-146a,16251535, ,NEGATIVE,time to initial therapy,Blood,UP,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-146a-5p,MIMAT0000449,hsa-mir-146a,16251535, ,POSITIVE,aggresive disease course,Blood,UP,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-146b-5p,MIMAT0002809,hsa-mir-146b,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
