miRNet_ID,miRBase_acc,miRNA_ID,snc_gene,snc_entrez,snc_embl
miRNet-snc-274,MIMAT0005899,hsa-mir-1247-5p,RNA5SP42,100873281,ENSG00000201148
miRNet-snc-275,MIMAT0005899,hsa-mir-1247-5p,RNA5S9,100169760,ENSG00000201321
miRNet-snc-276,MIMAT0005899,hsa-mir-1247-5p,RN7SKP230,106479197,ENSG00000202512
miRNet-snc-277,MIMAT0005899,hsa-mir-1247-5p,SNORD17,692086,ENSG00000212232
miRNet-snc-278,MIMAT0005901,hsa-mir-1249-3p,RN7SKP234,106480368,ENSG00000252982
miRNet-snc-279,MIMAT0005901,hsa-mir-1249-3p,RN7SKP185,106479178,ENSG00000199683
miRNet-snc-280,MIMAT0005903,hsa-mir-1251-5p,RN7SKP292,106479225,ENSG00000202392
miRNet-snc-281,MIMAT0005903,hsa-mir-1251-5p,RN7SKP133,106481812,ENSG00000201715
miRNet-snc-282,MIMAT0005903,hsa-mir-1251-5p,SNORA22B,109616964,ENSG00000206603
miRNet-snc-283,MIMAT0005903,hsa-mir-1251-5p,SNORA22,677807,ENSG00000206634
miRNet-snc-284,MIMAT0005903,hsa-mir-1251-5p,SNORA3A,619562,ENSG00000200983
miRNet-snc-285,MIMAT0005903,hsa-mir-1251-5p,SNORA3B,677826,ENSG00000212607
miRNet-snc-286,MIMAT0005903,hsa-mir-1251-5p,SNORA50A,677830,ENSG00000206952
miRNet-snc-287,MIMAT0005903,hsa-mir-1251-5p,RN7SKP189,106479180,ENSG00000201912
miRNet-snc-288,MIMAT0005944,hsa-mir-1252-5p,RNY3P13,106481714,ENSG00000202412
miRNet-snc-289,MIMAT0005944,hsa-mir-1252-5p,RN7SKP137,106479156,ENSG00000223006
miRNet-snc-290,MIMAT0005944,hsa-mir-1252-5p,RNY3P1,106478984,ENSG00000201955
miRNet-snc-291,MIMAT0005944,hsa-mir-1252-5p,RNY3P15,107178919,ENSG00000252106
miRNet-snc-292,MIMAT0005944,hsa-mir-1252-5p,RNY3,6085,ENSG00000202354
miRNet-snc-293,MIMAT0005944,hsa-mir-1252-5p,RN7SKP53,106480849,ENSG00000223269
miRNet-snc-294,MIMAT0005944,hsa-mir-1252-5p,SNORD14D,85390,ENSG00000207118
miRNet-snc-295,MIMAT0005944,hsa-mir-1252-5p,RNY3P4,100873808,ENSG00000207157
miRNet-snc-296,MIMAT0005944,hsa-mir-1252-5p,SNORA30,677813,ENSG00000206755
miRNet-snc-297,MIMAT0005944,hsa-mir-1252-5p,SNORD3B-1,26851,ENSG00000265185
miRNet-snc-298,MIMAT0005944,hsa-mir-1252-5p,SNORD3B-2,780852,ENSG00000262074
miRNet-snc-299,MIMAT0005944,hsa-mir-1252-5p,SNORD3A,780851,ENSG00000263934
miRNet-snc-300,MIMAT0005944,hsa-mir-1252-5p,SNORD3C,780853,ENSG00000264940
miRNet-snc-301,MIMAT0005944,hsa-mir-1252-5p,SNORD83B,116938,ENSG00000209480
miRNet-snc-302,MIMAT0005944,hsa-mir-1252-5p,SNORD83A,116937,ENSG00000209482
miRNet-snc-303,MIMAT0005944,hsa-mir-1252-5p,RNY3P16,106480686,ENSG00000252147
miRNet-snc-304,MIMAT0000443,hsa-mir-125a-5p,RNVU1-14,101954266,ENSG00000207501
miRNet-snc-305,MIMAT0000443,hsa-mir-125a-5p,RNVU1-15,101954267,ENSG00000207205
miRNet-snc-306,MIMAT0000443,hsa-mir-125a-5p,RNVU1-19,101954277,ENSG00000212544
miRNet-snc-307,MIMAT0000443,hsa-mir-125a-5p,SCARNA18B,107397392,ENSG00000238754
miRNet-snc-308,MIMAT0000443,hsa-mir-125a-5p,RN7SKP154,106480881,ENSG00000222068
miRNet-snc-309,MIMAT0000443,hsa-mir-125a-5p,SCARNA6,677772,ENSG00000251791
miRNet-snc-310,MIMAT0000443,hsa-mir-125a-5p,RNU1-31P,106481606,ENSG00000200745
miRNet-snc-311,MIMAT0000443,hsa-mir-125a-5p,SNORA6,574040,ENSG00000206760
miRNet-snc-312,MIMAT0000443,hsa-mir-125a-5p,SCARNA18,677765,ENSG00000238835
miRNet-snc-313,MIMAT0000443,hsa-mir-125a-5p,SNORA5A,654319,ENSG00000206838
miRNet-snc-314,MIMAT0000443,hsa-mir-125a-5p,SNORA79B,109616976,ENSG00000222489
miRNet-snc-315,MIMAT0000443,hsa-mir-125a-5p,RNU1-56P,106480165,ENSG00000212605
miRNet-snc-316,MIMAT0000423,hsa-mir-125b-5p,RNVU1-14,101954266,ENSG00000207501
miRNet-snc-317,MIMAT0000423,hsa-mir-125b-5p,RNVU1-15,101954267,ENSG00000207205
miRNet-snc-318,MIMAT0000423,hsa-mir-125b-5p,RNVU1-19,101954277,ENSG00000212544
miRNet-snc-319,MIMAT0000423,hsa-mir-125b-5p,SCARNA18B,107397392,ENSG00000238754
miRNet-snc-320,MIMAT0000423,hsa-mir-125b-5p,RN7SKP154,106480881,ENSG00000222068
miRNet-snc-321,MIMAT0000423,hsa-mir-125b-5p,SCARNA6,677772,ENSG00000251791
miRNet-snc-322,MIMAT0000423,hsa-mir-125b-5p,RNU1-31P,106481606,ENSG00000200745
miRNet-snc-323,MIMAT0000423,hsa-mir-125b-5p,SNORA6,574040,ENSG00000206760
miRNet-snc-324,MIMAT0000423,hsa-mir-125b-5p,SCARNA18,677765,ENSG00000238835
miRNet-snc-325,MIMAT0000423,hsa-mir-125b-5p,SNORA5A,654319,ENSG00000206838
miRNet-snc-326,MIMAT0000423,hsa-mir-125b-5p,SNORA79B,109616976,ENSG00000222489
miRNet-snc-327,MIMAT0000423,hsa-mir-125b-5p,RNU1-56P,106480165,ENSG00000212605
miRNet-snc-328,MIMAT0000444,hsa-mir-126-5p,SNORA29,677812,ENSG00000206910
miRNet-snc-329,MIMAT0000444,hsa-mir-126-5p,RNU2-18P,106480205,ENSG00000223156
miRNet-snc-330,MIMAT0000444,hsa-mir-126-5p,RNU1-149P,107048983,ENSG00000212172
miRNet-snc-331,MIMAT0000444,hsa-mir-126-5p,SNORD58B,26790,ENSG00000271982
miRNet-snc-332,MIMAT0026742,hsa-mir-1266-3p,RN7SL480P,106481757,ENSG00000266187
miRNet-snc-333,MIMAT0026742,hsa-mir-1266-3p,RN7SL296P,106481003,ENSG00000263587
miRNet-snc-334,MIMAT0026742,hsa-mir-1266-3p,RN7SL418P,106480508,ENSG00000241665
miRNet-snc-335,MIMAT0026742,hsa-mir-1266-3p,RN7SL629P,106479452,ENSG00000241243
miRNet-snc-336,MIMAT0026742,hsa-mir-1266-3p,RN7SL711P,106479482,ENSG00000263654
miRNet-snc-337,MIMAT0026742,hsa-mir-1266-3p,RN7SL496P,106481058,ENSG00000242855
miRNet-snc-338,MIMAT0026742,hsa-mir-1266-3p,RN7SL7P,6033,ENSG00000266794
miRNet-snc-339,MIMAT0026742,hsa-mir-1266-3p,RNA5SP273,100873526,ENSG00000199354
miRNet-snc-340,MIMAT0026742,hsa-mir-1266-3p,RN7SL720P,106480528,ENSG00000241152
miRNet-snc-341,MIMAT0026742,hsa-mir-1266-3p,RNU2-50P,106481650,ENSG00000222426
miRNet-snc-342,MIMAT0026742,hsa-mir-1266-3p,RN7SL749P,106479494,ENSG00000242853
miRNet-snc-343,MIMAT0026742,hsa-mir-1266-3p,RN7SL766P,106479501,ENSG00000244197
miRNet-snc-344,MIMAT0026742,hsa-mir-1266-3p,RN7SL587P,106479437,ENSG00000240233
miRNet-snc-345,MIMAT0026742,hsa-mir-1266-3p,RN7SL584P,106480519,ENSG00000239471
miRNet-snc-346,MIMAT0026742,hsa-mir-1266-3p,RN7SL400P,106481033,ENSG00000243059
miRNet-snc-347,MIMAT0026742,hsa-mir-1266-3p,RN7SL417P,107080636,ENSG00000244056
miRNet-snc-348,MIMAT0026742,hsa-mir-1266-3p,RN7SL608P,106480521,ENSG00000239884
miRNet-snc-349,MIMAT0026742,hsa-mir-1266-3p,RN7SL14P,106480481,ENSG00000266720
miRNet-snc-350,MIMAT0026742,hsa-mir-1266-3p,RN7SL607P,106481088,ENSG00000264361
miRNet-snc-351,MIMAT0026742,hsa-mir-1266-3p,RN7SL15P,106479230,ENSG00000264573
miRNet-snc-352,MIMAT0005923,hsa-mir-1269a,SNORA36C,100124535,ENSG00000207016
miRNet-snc-353,MIMAT0005923,hsa-mir-1269a,RN7SKP89,106479134,ENSG00000222706
miRNet-snc-354,MIMAT0005923,hsa-mir-1269a,RNU6-813P,106481438,ENSG00000207422
miRNet-snc-355,MIMAT0005923,hsa-mir-1269a,RN7SKP131,106479153,ENSG00000222630
miRNet-snc-356,MIMAT0005923,hsa-mir-1269a,RN7SL563P,106479427,ENSG00000239211
miRNet-snc-357,MIMAT0005923,hsa-mir-1269a,RNY3P12,106480315,ENSG00000202297
miRNet-snc-358,MIMAT0005923,hsa-mir-1269a,RNA5SP383,100873638,ENSG00000199804
miRNet-snc-359,MIMAT0005923,hsa-mir-1269a,RN7SL219P,106479302,ENSG00000265386
miRNet-snc-360,MIMAT0005923,hsa-mir-1269a,RNU6-1201P,106481942,ENSG00000206954
miRNet-snc-361,MIMAT0005923,hsa-mir-1269a,RNU6-1131P,106480064,ENSG00000201825
miRNet-snc-362,MIMAT0005923,hsa-mir-1269a,RNU6-708P,106480602,ENSG00000206944
miRNet-snc-363,MIMAT0019059,hsa-mir-1269b,SNORA36C,100124535,ENSG00000207016
miRNet-snc-364,MIMAT0019059,hsa-mir-1269b,RN7SKP89,106479134,ENSG00000222706
miRNet-snc-365,MIMAT0019059,hsa-mir-1269b,RNU6-813P,106481438,ENSG00000207422
miRNet-snc-366,MIMAT0019059,hsa-mir-1269b,RN7SKP131,106479153,ENSG00000222630
miRNet-snc-367,MIMAT0019059,hsa-mir-1269b,RN7SL563P,106479427,ENSG00000239211
miRNet-snc-368,MIMAT0019059,hsa-mir-1269b,RNY3P12,106480315,ENSG00000202297
miRNet-snc-369,MIMAT0019059,hsa-mir-1269b,RNA5SP383,100873638,ENSG00000199804
miRNet-snc-370,MIMAT0019059,hsa-mir-1269b,RN7SL219P,106479302,ENSG00000265386
miRNet-snc-371,MIMAT0019059,hsa-mir-1269b,RNU6-1201P,106481942,ENSG00000206954
miRNet-snc-372,MIMAT0019059,hsa-mir-1269b,RNU6-1131P,106480064,ENSG00000201825
miRNet-snc-373,MIMAT0019059,hsa-mir-1269b,RNU6-708P,106480602,ENSG00000206944
miRNet-snc-374,MIMAT0005924,hsa-mir-1270,RN7SKP112,106479145,ENSG00000223145
miRNet-snc-375,MIMAT0005924,hsa-mir-1270,RN7SKP224,106480902,ENSG00000201010
miRNet-snc-376,MIMAT0005924,hsa-mir-1270,RN7SKP152,106479163,ENSG00000222376
miRNet-snc-377,MIMAT0005924,hsa-mir-1270,RNA5SP136,100873404,ENSG00000222838
miRNet-snc-378,MIMAT0005924,hsa-mir-1270,RNY1P14,106480311,ENSG00000207155
miRNet-snc-379,MIMAT0005924,hsa-mir-1270,RN7SKP62,106480460,ENSG00000207269
miRNet-snc-380,MIMAT0005924,hsa-mir-1270,RN7SKP186,106480692,ENSG00000202241
miRNet-snc-381,MIMAT0005924,hsa-mir-1270,RN7SKP187,106480890,ENSG00000202406
miRNet-snc-382,MIMAT0005924,hsa-mir-1270,RN7SKP107,106480464,ENSG00000201027
miRNet-snc-383,MIMAT0005796,hsa-mir-1271-5p,RN7SL395P,106481031,ENSG00000244307
miRNet-snc-384,MIMAT0005796,hsa-mir-1271-5p,RN7SL164P,106480965,ENSG00000242614
miRNet-snc-385,MIMAT0005796,hsa-mir-1271-5p,RN7SKP108,106480866,ENSG00000223299
miRNet-snc-386,MIMAT0005796,hsa-mir-1271-5p,RN7SL523P,106479414,ENSG00000243976
miRNet-snc-387,MIMAT0005930,hsa-mir-1276,RNU7-46P,100147833,ENSG00000238830
miRNet-snc-388,MIMAT0005930,hsa-mir-1276,RNU7-10P,100147758,ENSG00000271841
miRNet-snc-389,MIMAT0005930,hsa-mir-1276,RNU7-19P,100147767,ENSG00000238959
miRNet-snc-390,MIMAT0005930,hsa-mir-1276,RNU2-37P,106480213,ENSG00000222627
miRNet-snc-391,MIMAT0005930,hsa-mir-1276,VTRNA1-2,56663,ENSG00000202111
miRNet-snc-392,MIMAT0005930,hsa-mir-1276,RNU6-890P,106480618,ENSG00000206848
miRNet-snc-393,MIMAT0005930,hsa-mir-1276,RNU7-3P,100147746,ENSG00000252244
miRNet-snc-394,MIMAT0005930,hsa-mir-1276,RNU7-1,100147744,ENSG00000238923
miRNet-snc-395,MIMAT0005930,hsa-mir-1276,RNU7-41P,100147828,ENSG00000251726
miRNet-snc-396,MIMAT0005930,hsa-mir-1276,SNORA50A,677830,ENSG00000206952
miRNet-snc-397,MIMAT0005930,hsa-mir-1276,RNU6-759P,106479902,ENSG00000252549
miRNet-snc-398,MIMAT0005930,hsa-mir-1276,RNU7-141P,106480822,ENSG00000238777
miRNet-snc-399,MIMAT0005933,hsa-mir-1277-3p,RN7SKP69,106480461,ENSG00000202260
miRNet-snc-400,MIMAT0022724,hsa-mir-1277-5p,RNU2-70P,106480227,ENSG00000222650
miRNet-snc-401,MIMAT0022724,hsa-mir-1277-5p,RNU2-64P,106481654,ENSG00000223247
miRNet-snc-402,MIMAT0022724,hsa-mir-1277-5p,RNU6-1003P,106481778,ENSG00000252908
miRNet-snc-403,MIMAT0022724,hsa-mir-1277-5p,RNU6-658P,106479858,ENSG00000207336
miRNet-snc-404,MIMAT0022724,hsa-mir-1277-5p,RNU2-48P,106481649,ENSG00000222626
miRNet-snc-405,MIMAT0022724,hsa-mir-1277-5p,RN7SKP204,106480896,ENSG00000202351
miRNet-snc-406,MIMAT0022724,hsa-mir-1277-5p,RNU2-62P,106480224,ENSG00000222800
miRNet-snc-407,MIMAT0022724,hsa-mir-1277-5p,RNU2-61P,106480673,ENSG00000223001
miRNet-snc-408,MIMAT0022724,hsa-mir-1277-5p,RNU6-1144P,106481938,ENSG00000206974
miRNet-snc-409,MIMAT0022724,hsa-mir-1277-5p,RN7SL617P,106481852,ENSG00000241162
miRNet-snc-410,MIMAT0022724,hsa-mir-1277-5p,RNU2-29P,106480209,ENSG00000222355
miRNet-snc-411,MIMAT0022724,hsa-mir-1277-5p,RNU6-748P,106481416,ENSG00000207378
miRNet-snc-412,MIMAT0022724,hsa-mir-1277-5p,RNU2-36P,106481645,ENSG00000222293
miRNet-snc-413,MIMAT0022724,hsa-mir-1277-5p,RNU6-673P,106481394,ENSG00000201954
miRNet-snc-414,MIMAT0022724,hsa-mir-1277-5p,RNU2-43P,106480216,ENSG00000222238
miRNet-snc-415,MIMAT0022724,hsa-mir-1277-5p,RNU2-59P,106480223,ENSG00000222414
miRNet-snc-416,MIMAT0022724,hsa-mir-1277-5p,RNU2-2P,26855,ENSG00000222328
miRNet-snc-417,MIMAT0022724,hsa-mir-1277-5p,RNU6-275P,106481265,ENSG00000201780
miRNet-snc-418,MIMAT0022724,hsa-mir-1277-5p,RNU2-6P,100873825,ENSG00000223336
miRNet-snc-419,MIMAT0022724,hsa-mir-1277-5p,RNU2-14P,106481638,ENSG00000222985
miRNet-snc-420,MIMAT0022724,hsa-mir-1277-5p,RNU2-33P,106480211,ENSG00000222276
miRNet-snc-421,MIMAT0022724,hsa-mir-1277-5p,RNU6-966P,106480625,ENSG00000252288
miRNet-snc-422,MIMAT0022724,hsa-mir-1277-5p,RNU2-3P,26854,ENSG00000222076
miRNet-snc-423,MIMAT0022724,hsa-mir-1277-5p,RNU6-841P,106480699,ENSG00000206599
miRNet-snc-424,MIMAT0022724,hsa-mir-1277-5p,RNU2-26P,106480414,ENSG00000222440
miRNet-snc-425,MIMAT0022724,hsa-mir-1277-5p,RNU6-30P,100873747,ENSG00000207291
miRNet-snc-426,MIMAT0022724,hsa-mir-1277-5p,RNU2-57P,106480222,ENSG00000252468
miRNet-snc-427,MIMAT0005936,hsa-mir-1278,RNU2-70P,106480227,ENSG00000222650
miRNet-snc-428,MIMAT0005936,hsa-mir-1278,RNA5SP84,100873317,ENSG00000201610
miRNet-snc-429,MIMAT0005936,hsa-mir-1278,RNU2-63P,106480225,ENSG00000222724
miRNet-snc-430,MIMAT0005936,hsa-mir-1278,RN7SL40P,106480483,ENSG00000242696
miRNet-snc-431,MIMAT0005936,hsa-mir-1278,RNU4ATAC13P,106479543,ENSG00000251741
miRNet-snc-432,MIMAT0005936,hsa-mir-1278,RN7SL285P,106479326,ENSG00000243313
miRNet-snc-433,MIMAT0005936,hsa-mir-1278,RNU4ATAC18P,106481866,ENSG00000251988
miRNet-snc-434,MIMAT0005936,hsa-mir-1278,RNA5SP241,100873499,ENSG00000212628
miRNet-snc-435,MIMAT0005936,hsa-mir-1278,RNA5SP262,100873516,ENSG00000252261
miRNet-snc-436,MIMAT0005936,hsa-mir-1278,RNA5SP264,100873517,ENSG00000199985
miRNet-snc-437,MIMAT0005936,hsa-mir-1278,RNU2-36P,106481645,ENSG00000222293
miRNet-snc-438,MIMAT0005936,hsa-mir-1278,RNU2-2P,26855,ENSG00000222328
miRNet-snc-439,MIMAT0005936,hsa-mir-1278,RN7SL309P,106481007,ENSG00000239356
miRNet-snc-440,MIMAT0005936,hsa-mir-1278,RNU4ATAC16P,106481160,ENSG00000221439
miRNet-snc-441,MIMAT0005936,hsa-mir-1278,RN7SL246P,106480989,ENSG00000265093
miRNet-snc-442,MIMAT0005936,hsa-mir-1278,RNU2-14P,106481638,ENSG00000222985
miRNet-snc-443,MIMAT0005936,hsa-mir-1278,RNA5SP390,100873643,ENSG00000222123
miRNet-snc-444,MIMAT0005936,hsa-mir-1278,RNA5SP425,100873676,ENSG00000222268
miRNet-snc-445,MIMAT0005936,hsa-mir-1278,SNORD91B,692208,ENSG00000275084
miRNet-snc-446,MIMAT0005936,hsa-mir-1278,RN7SL792P,106479509,ENSG00000239888
miRNet-snc-447,MIMAT0000424,hsa-mir-128-3p,RN7SKP154,106480881,ENSG00000222068
miRNet-snc-448,MIMAT0000424,hsa-mir-128-3p,RN7SL499P,106481059,ENSG00000239202
miRNet-snc-449,MIMAT0000424,hsa-mir-128-3p,SNORA81,677847,ENSG00000221420
miRNet-snc-450,MIMAT0000424,hsa-mir-128-3p,SNORA5A,654319,ENSG00000206838
miRNet-snc-451,MIMAT0000424,hsa-mir-128-3p,RN7SL8P,6034,ENSG00000243352
miRNet-snc-452,MIMAT0000424,hsa-mir-128-3p,RN7SL181P,106480492,ENSG00000243738
miRNet-snc-453,MIMAT0000424,hsa-mir-128-3p,RN7SKP78,106479129,ENSG00000201581
miRNet-snc-454,MIMAT0000424,hsa-mir-128-3p,RNA5SP299,100873574,ENSG00000212505
miRNet-snc-455,MIMAT0000424,hsa-mir-128-3p,SNORD14B,85388,ENSG00000201403
miRNet-snc-456,MIMAT0000424,hsa-mir-128-3p,RN7SL634P,106481096,ENSG00000242894
miRNet-snc-457,MIMAT0000424,hsa-mir-128-3p,RNU1-119P,106480668,ENSG00000212424
miRNet-snc-458,MIMAT0000424,hsa-mir-128-3p,RNA5SP404,100873656,ENSG00000252927
miRNet-snc-459,MIMAT0000424,hsa-mir-128-3p,RN7SL493P,106479403,ENSG00000266439
miRNet-snc-460,MIMAT0000424,hsa-mir-128-3p,RNU6-453P,106479766,ENSG00000252628
miRNet-snc-461,MIMAT0000424,hsa-mir-128-3p,SNORD105B,100113382,ENSG00000238531
miRNet-snc-462,MIMAT0000424,hsa-mir-128-3p,RNU6-611P,106479836,ENSG00000207003
miRNet-snc-463,MIMAT0000424,hsa-mir-128-3p,RN7SL732P,106481122,ENSG00000264618
miRNet-snc-464,MIMAT0005877,hsa-mir-1286,SNORD94,692225,ENSG00000208772
miRNet-snc-465,MIMAT0005877,hsa-mir-1286,SNORD96A,619571,ENSG00000272296
miRNet-snc-466,MIMAT0005877,hsa-mir-1286,RNA5SP203,100873464,ENSG00000222383
miRNet-snc-467,MIMAT0005877,hsa-mir-1286,SNORD15B,114599,ENSG00000207445
miRNet-snc-468,MIMAT0005877,hsa-mir-1286,SNORD96B,692226,ENSG00000208883
miRNet-snc-469,MIMAT0005878,hsa-mir-1287-5p,RN7SL326P,106479342,ENSG00000264582
miRNet-snc-470,MIMAT0005878,hsa-mir-1287-5p,RN7SL610P,106479444,ENSG00000243847
miRNet-snc-471,MIMAT0005878,hsa-mir-1287-5p,RNA5SP299,100873574,ENSG00000212505
miRNet-snc-472,MIMAT0005878,hsa-mir-1287-5p,RN7SKP143,106479158,ENSG00000222451
miRNet-snc-473,MIMAT0005878,hsa-mir-1287-5p,RNU1-149P,107048983,ENSG00000212172
miRNet-snc-474,MIMAT0005878,hsa-mir-1287-5p,SNORA53,677832,ENSG00000212443
miRNet-snc-475,MIMAT0005878,hsa-mir-1287-5p,RN7SL568P,106479429,ENSG00000239703
miRNet-snc-476,MIMAT0005878,hsa-mir-1287-5p,RN7SKP74,106479127,ENSG00000199719
miRNet-snc-477,MIMAT0004548,hsa-mir-129-1-3p,SNORA14B,677802,ENSG00000207181
miRNet-snc-478,MIMAT0004548,hsa-mir-129-1-3p,RNA5SP99,106478993,ENSG00000200890
miRNet-snc-479,MIMAT0004548,hsa-mir-129-1-3p,SNORA14A,677801,ENSG00000201643
miRNet-snc-480,MIMAT0004548,hsa-mir-129-1-3p,SNORA57,692158,ENSG00000206597
miRNet-snc-481,MIMAT0004605,hsa-mir-129-2-3p,SNORA14B,677802,ENSG00000207181
miRNet-snc-482,MIMAT0004605,hsa-mir-129-2-3p,RNA5SP99,106478993,ENSG00000200890
miRNet-snc-483,MIMAT0004605,hsa-mir-129-2-3p,SNORA14A,677801,ENSG00000201643
miRNet-snc-484,MIMAT0004605,hsa-mir-129-2-3p,SNORA57,692158,ENSG00000206597
miRNet-snc-485,MIMAT0000242,hsa-mir-129-5p,RNU6-510P,106481342,ENSG00000212541
miRNet-snc-486,MIMAT0000242,hsa-mir-129-5p,RNU6-588P,106479826,ENSG00000222213
miRNet-snc-487,MIMAT0000242,hsa-mir-129-5p,RNU6-1255P,106481946,ENSG00000200304
miRNet-snc-488,MIMAT0000242,hsa-mir-129-5p,SNORA40,677822,ENSG00000210825
miRNet-snc-489,MIMAT0000242,hsa-mir-129-5p,RNA5SP437,100873686,ENSG00000253058
miRNet-snc-490,MIMAT0005884,hsa-mir-1294,RN7SL574P,106481079,ENSG00000266075
miRNet-snc-491,MIMAT0005884,hsa-mir-1294,RN7SL107P,106479262,ENSG00000243424
miRNet-snc-492,MIMAT0005884,hsa-mir-1294,RN7SKP231,106479198,ENSG00000200151
miRNet-snc-493,MIMAT0005794,hsa-mir-1296-5p,RNU6-1053P,106481513,ENSG00000251739
miRNet-snc-494,MIMAT0005794,hsa-mir-1296-5p,RNU6-216P,106479662,ENSG00000200152
miRNet-snc-495,MIMAT0005886,hsa-mir-1297,RNA5SP197,100873459,ENSG00000200227
miRNet-snc-496,MIMAT0005886,hsa-mir-1297,RNA5SP211,100873471,ENSG00000202386
miRNet-snc-497,MIMAT0005886,hsa-mir-1297,RNA5SP330,100873596,ENSG00000252905
miRNet-snc-498,MIMAT0005886,hsa-mir-1297,RNY3P4,100873808,ENSG00000207157
miRNet-snc-499,MIMAT0005886,hsa-mir-1297,RN7SL143P,106479273,ENSG00000244003
miRNet-snc-500,MIMAT0005886,hsa-mir-1297,RNA5SP479,100873721,ENSG00000201728
miRNet-snc-501,MIMAT0005886,hsa-mir-1297,RNA5SP494,100873736,ENSG00000222585
miRNet-snc-502,MIMAT0005886,hsa-mir-1297,RNA5SP500,100873551,ENSG00000201356
miRNet-snc-503,MIMAT0005886,hsa-mir-1297,RNA5SP507,100873558,ENSG00000200473
miRNet-snc-504,MIMAT0005797,hsa-mir-1301-3p,RN7SKP269,106480915,ENSG00000202415
miRNet-snc-505,MIMAT0005797,hsa-mir-1301-3p,RN7SKP91,106480861,ENSG00000222784
miRNet-snc-506,MIMAT0005797,hsa-mir-1301-3p,RN7SKP291,106480922,ENSG00000199831
miRNet-snc-507,MIMAT0005797,hsa-mir-1301-3p,RN7SKP247,106479205,ENSG00000223026
miRNet-snc-508,MIMAT0005797,hsa-mir-1301-3p,RN7SKP270,106479216,ENSG00000223229
miRNet-snc-509,MIMAT0005797,hsa-mir-1301-3p,RNU6-465P,106481326,ENSG00000207149
miRNet-snc-510,MIMAT0005797,hsa-mir-1301-3p,RNU6-1071P,106481517,ENSG00000201789
miRNet-snc-511,MIMAT0005797,hsa-mir-1301-3p,RN7SKP160,106479166,ENSG00000200674
miRNet-snc-512,MIMAT0005797,hsa-mir-1301-3p,RN7SKP229,106480904,ENSG00000222397
miRNet-snc-513,MIMAT0005797,hsa-mir-1301-3p,SNORA16B,692157,ENSG00000201544
miRNet-snc-514,MIMAT0005797,hsa-mir-1301-3p,RN7SKP55,106479119,ENSG00000201758
miRNet-snc-515,MIMAT0005797,hsa-mir-1301-3p,RN7SKP112,106479145,ENSG00000223145
miRNet-snc-516,MIMAT0005797,hsa-mir-1301-3p,RN7SKP119,106481749,ENSG00000222685
miRNet-snc-517,MIMAT0005797,hsa-mir-1301-3p,RN7SKP102,106481810,ENSG00000223118
miRNet-snc-518,MIMAT0005797,hsa-mir-1301-3p,RN7SKP103,106479140,ENSG00000200718
miRNet-snc-519,MIMAT0005797,hsa-mir-1301-3p,RN7SKP154,106480881,ENSG00000222068
miRNet-snc-520,MIMAT0005797,hsa-mir-1301-3p,RN7SKP178,106479175,ENSG00000201875
miRNet-snc-521,MIMAT0005797,hsa-mir-1301-3p,RN7SKP38,106479112,ENSG00000222714
miRNet-snc-522,MIMAT0005797,hsa-mir-1301-3p,RN7SKP144,106479159,ENSG00000223040
miRNet-snc-523,MIMAT0005797,hsa-mir-1301-3p,RN7SKP227,106481818,ENSG00000201315
miRNet-snc-524,MIMAT0005797,hsa-mir-1301-3p,RN7SKP124,106480871,ENSG00000201600
miRNet-snc-525,MIMAT0005797,hsa-mir-1301-3p,RN7SKP25,106480364,ENSG00000199319
miRNet-snc-526,MIMAT0005797,hsa-mir-1301-3p,RN7SKP222,106479193,ENSG00000222583
miRNet-snc-527,MIMAT0005797,hsa-mir-1301-3p,RN7SKP113,106480465,ENSG00000200761
miRNet-snc-528,MIMAT0005797,hsa-mir-1301-3p,RN7SKP292,106479225,ENSG00000202392
miRNet-snc-529,MIMAT0005797,hsa-mir-1301-3p,RN7SKP36,106480458,ENSG00000200867
miRNet-snc-530,MIMAT0005797,hsa-mir-1301-3p,RN7SKP170,106479171,ENSG00000199420
miRNet-snc-531,MIMAT0005797,hsa-mir-1301-3p,RN7SKP199,106479184,ENSG00000222257
miRNet-snc-532,MIMAT0005797,hsa-mir-1301-3p,RN7SKP28,106479107,ENSG00000201640
miRNet-snc-533,MIMAT0005797,hsa-mir-1301-3p,RN7SKP237,106479200,ENSG00000201533
miRNet-snc-534,MIMAT0005797,hsa-mir-1301-3p,RN7SKP207,106480897,ENSG00000223136
miRNet-snc-535,MIMAT0005797,hsa-mir-1301-3p,RN7SKP230,106479197,ENSG00000202512
miRNet-snc-536,MIMAT0005797,hsa-mir-1301-3p,SNORA13,654322,ENSG00000238363
miRNet-snc-537,MIMAT0005797,hsa-mir-1301-3p,RN7SKP117,106479147,ENSG00000222107
miRNet-snc-538,MIMAT0005797,hsa-mir-1301-3p,RN7SKP232,106480905,ENSG00000222102
miRNet-snc-539,MIMAT0005797,hsa-mir-1301-3p,RN7SKP163,106479168,ENSG00000200091
miRNet-snc-540,MIMAT0005797,hsa-mir-1301-3p,RN7SKP211,106479189,ENSG00000200198
miRNet-snc-541,MIMAT0005797,hsa-mir-1301-3p,RN7SKP268,106479215,ENSG00000223039
miRNet-snc-542,MIMAT0005797,hsa-mir-1301-3p,RN7SKP280,106479220,ENSG00000201066
