miRNA_ID,Cell_line,miRNA_expression,ExperimentSourceInfo,PMID,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-miR-195-5p,invasive ductal carcinomas ,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-497-5p,invasive ductal carcinomas ,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-199a-5p,invasive ductal carcinomas ,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-214-3p,invasive ductal carcinomas ,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-101-3p,invasive ductal carcinomas ,,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-26a-5p,invasive ductal carcinomas ,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-26b-5p,invasive ductal carcinomas ,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-29c-3p,invasive ductal carcinomas ,,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-130a-3p,invasive ductal carcinomas ,DOWN,cancer vs normal,24479446,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-375,medullary thyroid carcinomas,UP,cancer vs normal,27036030,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-miR-451a,medullary thyroid carcinomas,DOWN,cancer vs normal,27036030,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-miR-155-5p,glioma,DOWN,treatment ( hsa-miR-155-5p inhibitor),24519663,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-124-3p,glioma,UP,treatment( hsa-miR-124-3p mimic ),24519663,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-198,"glioma, human glioma stem cells (hGSCs), normal human neural stem cells (hNSCs) ",UP,cancer vs normal,24519663,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-137,"glioma, human glioma stem cells (hGSCs), normal human neural stem cells (hNSCs) ",DOWN,cancer vs normal,24519663,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-653-5p,"glioma, human glioma stem cells (hGSCs), normal human neural stem cells (hNSCs) ",DOWN,cancer vs normal,24519663,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-146b-5p,"glioma, human glioma stem cells (hGSCs), normal human neural stem cells (hNSCs) ",UP,cancer vs normal,24519663,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-152-3p,"glioma, human glioma stem cells (hGSCs), normal human neural stem cells (hNSCs) ",UP,cancer vs normal,24519663,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-125a-3p,"glioma, human glioma stem cells (hGSCs), normal human neural stem cells (hNSCs) ",UP,cancer vs normal,24519663,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-93-5p,NPC cell lines,UP,cancer vs normal,24606633,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,
hsa-miR-142-3p,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype2: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-505-5p,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype 3: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-1248,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype 4: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-628-3p,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype 5: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-103a-3p,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype 6: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-574-3p,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype 7: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-27a-3p,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype 8: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-107,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype 9: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-138-1-3p,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype10: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-25-5p,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype11: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-181a-2-3p,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype12: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-340-3p,"formalin-fixed paraffin-embedded (FFPE) tumor, subtype1: BRCA1/4 mutation carriers,  subtype13: Noncarriers",UP,subtype1 vs subtype2,24917463,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-329-3p,oral squamous cell carcinoma,DOWN,cancer vs normal,25351956,oral cancer,D009062,DOID_162,"Cancer, Teeth and Mouth Conditions",oral cancer,
hsa-miR-410-3p,oral squamous cell carcinoma,DOWN,cancer vs normal,25351956,oral cancer,D009062,DOID_162,"Cancer, Teeth and Mouth Conditions",oral cancer,
hsa-miR-27a-3p,Myxoid liposarcoma,DOWN,cancer vs normal,24375455,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-17-3p,Round cell liposarcoma,UP,cancer vs normal,24375455,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-195-5p,Well differentiated liposarcoma,DOWN,cancer vs normal,24375455,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-21-5p,Dedifferentiated liposarcoma,UP,cancer vs normal,24375455,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-30a-3p,Pleomorphic liposarcoma,DOWN,cancer vs normal,24375455,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-135b-5p, ,UP,cancer vs normal,25017828,cholangiocarcinoma,D018281,DOID_4947,"Cancer, Digestive & Gastrointestinal Conditions",cholangiocarcinoma,
hsa-miR-141-3p, ,UP,cancer vs normal,25017828,cholangiocarcinoma,D018281,DOID_4947,"Cancer, Digestive & Gastrointestinal Conditions",cholangiocarcinoma,
hsa-miR-200c-3p, ,UP,cancer vs normal,25017828,cholangiocarcinoma,D018281,DOID_4947,"Cancer, Digestive & Gastrointestinal Conditions",cholangiocarcinoma,
hsa-miR-21-5p, ,DOWN,cancer vs normal,25017828,cholangiocarcinoma,D018281,DOID_4947,"Cancer, Digestive & Gastrointestinal Conditions",cholangiocarcinoma,
hsa-miR-221-3p, ,UP,cancer vs normal,25017828,cholangiocarcinoma,D018281,DOID_4947,"Cancer, Digestive & Gastrointestinal Conditions",cholangiocarcinoma,
hsa-miR-222-3p, ,UP,cancer vs normal,25017828,cholangiocarcinoma,D018281,DOID_4947,"Cancer, Digestive & Gastrointestinal Conditions",cholangiocarcinoma,
hsa-miR-21-5p,colonic adenocarcinomas,UP,cancer vs normal,24921248,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-31-5p,colonic adenocarcinomas,UP,cancer vs normal,24921248,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-93-5p,colonic adenocarcinomas,UP,cancer vs normal,24921248,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-103a-3p,colonic adenocarcinomas,UP,cancer vs normal,24921248,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-566,colonic adenocarcinomas,DOWN,cancer vs normal,24921248,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-93-5p,colonic adenocarcinomas,UP,metastasis,24921248,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-31-5p,colonic adenocarcinomas,UP,metastasis,24921248,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-372-3p,"SCC089,  SCC003 (tonsil),  SCC099 (floor of mouth) and SCC029b (oral cavity)",UP,cancer vs normal,26867589,oropharyngeal cancers,D009959,DOID_8557,Cancer,oropharyngeal cancer,
hsa-miR-499a-5p,"SCC089,  SCC003 (tonsil),  SCC099 (floor of mouth) and SCC030b (oral cavity)",UP,cancer vs normal,26867589,oropharyngeal cancers,D009959,DOID_8557,Cancer,oropharyngeal cancer,
hsa-miR-21-5p,"SCC089,  SCC003 (tonsil),  SCC099 (floor of mouth) and SCC031b (oral cavity)",UP,cancer vs normal,26867589,oropharyngeal cancers,D009959,DOID_8557,Cancer,oropharyngeal cancer,
hsa-let-7c-5p,"SCC089,  SCC003 (tonsil),  SCC099 (floor of mouth) and SCC032b (oral cavity)",DOWN,cancer vs normal,26867589,oropharyngeal cancers,D009959,DOID_8557,Cancer,oropharyngeal cancer,
hsa-let-7e-5p,Lung Adenocarcinoma,UP,blood cancer vs normal,23029380,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-22-3p,Lung Adenocarcinoma,UP,blood cancer vs normal,23029380,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-30a-5p,Lung Adenocarcinoma,DOWN,blood cancer vs normal,23029380,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-185-5p,Lung Adenocarcinoma,DOWN,blood cancer vs normal,23029380,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-210-3p,Lung Adenocarcinoma,DOWN,blood cancer vs normal,23029380,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-423-5p,Lung Adenocarcinoma,DOWN,blood cancer vs normal,23029380,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-202-3p, ,UP,cancer vs normal,22242178,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-718, ,DOWN,cancer vs normal,22242178,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-216a-5p,lymphoblastoid cell line,UP,cancer vs normal,22235027,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-588,lymphoblastoid cell line,UP,cancer vs normal,22235027,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-92b-3p,lymphoblastoid cell line,DOWN,cancer vs normal,22235027,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-629-3p,lymphoblastoid cell line,DOWN,cancer vs normal,22235027,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-520d-3p,wilms tumor,UP,cancer vs normal,22871070,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-197-3p,wilms tumor,UP,cancer vs normal,22871070,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-224-5p,wilms tumor,UP,cancer vs normal,22871070,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-20a-5p,wilms tumor,DOWN,cancer vs normal,22871070,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-126-3p,wilms tumor,DOWN,cancer vs normal,22871070,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-144-5p,wilms tumor,DOWN,cancer vs normal,22871070,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-150-5p, ,DOWN,cancer vs normal,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-193a-3p, ,UP,cancer vs normal,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-23a-3p, ,UP,cancer vs normal,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-23b-3p, ,UP,cancer vs normal,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-338-5p, ,UP,cancer vs normal,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-342-3p, ,DOWN,cancer vs normal,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-483-3p, ,UP,blood,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-193a-3p, ,UP,blood,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-23a-3p, ,UP,blood,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-23b-3p, ,UP,blood,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-338-5p, ,UP,blood,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-483-3p, ,UP,blood,23758639,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-17-3p, ,UP,blood,23400111,retinoblastoma,D012175,DOID_768,"Cancer, Eyes/Nose/Ears",retinoblastoma,
hsa-miR-18a-5p, ,UP,blood,23400111,retinoblastoma,D012175,DOID_768,"Cancer, Eyes/Nose/Ears",retinoblastoma,
hsa-miR-20a-5p, ,UP,blood,23400111,retinoblastoma,D012175,DOID_768,"Cancer, Eyes/Nose/Ears",retinoblastoma,
hsa-miR-19b-1, ,,blood,23400111,retinoblastoma,D012175,DOID_768,"Cancer, Eyes/Nose/Ears",retinoblastoma,
hsa-miR-92a-1, ,UP,blood,23400111,retinoblastoma,D012175,DOID_768,"Cancer, Eyes/Nose/Ears",retinoblastoma,
hsa-miR-1-3p, ,UP,cancer vs normal,23797906,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-92a-3p, ,UP,cancer vs normal,23797906,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-133a-3p, ,UP,cancer vs normal,23797906,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-133b, ,UP,cancer vs normal,23797906,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-205-5p,osteosarcoma,DOWN,cancer vs normal,25784290,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-214-3p,osteosarcoma,UP,cancer vs normal,25784290,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-335-5p,osteosarcoma,UP,cancer vs normal,25784290,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-574-3p,osteosarcoma,UP,cancer vs normal,25784290,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-142-3p,"MIA PaCa-2 and S2-013 cells, Capan-1 cells",UP,cancer vs normal,23635652,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-miR-21-5p,pancreatic ductal adenocarcinoma (PDAC),UP,cancer vs normal,24120476,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-miR-23a-3p,pancreatic ductal adenocarcinoma (PDAC),UP,cancer vs normal,24120476,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-miR-27a-3p,pancreatic ductal adenocarcinoma (PDAC),UP,cancer vs normal,24120476,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-miR-99b-3p,"subtype1: Helicobacter  pylori-positive cancer,  subtype2: Helicobacter pylori-negative cancer ",UP,subtype1 vs subtype2,25167801,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-564,"subtype1: Helicobacter  pylori-positive cancer,  subtype2: Helicobacter pylori-negative cancer ",UP,subtype1 vs subtype2,25167801,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-638,"subtype1: Helicobacter  pylori-positive cancer,  subtype2: Helicobacter pylori-negative cancer ",UP,subtype1 vs subtype2,25167801,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-204-5p,"subtype1: Helicobacter  pylori-positive cancer,  subtype2: Helicobacter pylori-negative cancer ",DOWN,subtype1 vs subtype2,25167801,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-338-5p,"subtype1: Helicobacter  pylori-positive cancer,  subtype2: Helicobacter pylori-negative cancer ",DOWN,subtype1 vs subtype2,25167801,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-375,"subtype1: Helicobacter  pylori-positive cancer,  subtype2: Helicobacter pylori-negative cancer ",DOWN,subtype1 vs subtype2,25167801,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-548c-3p,"subtype1: Helicobacter  pylori-positive cancer,  subtype2: Helicobacter pylori-negative cancer ",DOWN,subtype1 vs subtype2,25167801,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
 ,SF4068 and SF4433,DOWN,cancer vs normal,19703993,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-145-5p,Barrett's oesophagus,UP,cancer vs normal,22504665,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
 ,non-small cell lung cancer,UP,poor outcome vs good outcome,22331473,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-139-5p, ,DOWN,cancer vs normal,23125021,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-510-5p, ,UP,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-29c-3p, ,DOWN,cancer vs normal,24239208,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-204-5p,"primary tumor, lymph node metastasis",UP,metastasis,27353039,small intestinal neuroendocrine tumor,D018358,DOID_169,"Cancer, Neurological Conditions, Digestive & Gastrointestinal Conditions",tumor,
hsa-miR-7-5p,"primary tumor, lymph node metastasis",UP,metastasis,27353039,small intestinal neuroendocrine tumor,D018358,DOID_169,"Cancer, Neurological Conditions, Digestive & Gastrointestinal Conditions",tumor,
 ,"primary tumor, lymph node metastasis",UP,metastasis,27353039,small intestinal neuroendocrine tumor,D018358,DOID_169,"Cancer, Neurological Conditions, Digestive & Gastrointestinal Conditions",tumor,
hsa-miR-1-3p,"primary tumor, lymph node metastasis",DOWN,metastasis,27353039,small intestinal neuroendocrine tumor,D018358,DOID_169,"Cancer, Neurological Conditions, Digestive & Gastrointestinal Conditions",tumor,
hsa-miR-143-3p,"primary tumor, lymph node metastasis",DOWN,metastasis,27353039,small intestinal neuroendocrine tumor,D018358,DOID_169,"Cancer, Neurological Conditions, Digestive & Gastrointestinal Conditions",tumor,
hsa-miR-148a-3p, ,UP,cancer vs normal,27518872,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-10b-5p, ,UP,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-133a-3p, ,UP,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-139-5p, ,UP,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-150-5p, ,UP,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-133b, ,UP,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-30a-3p, ,UP,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-1-3p, ,UP,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-149-5p, ,UP,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
 , ,UP,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-224-5p, ,DOWN,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-584-5p, ,DOWN,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-21-3p, ,DOWN,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-27a-3p, ,DOWN,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-503-5p, ,DOWN,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-182-5p, ,DOWN,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-32-5p, ,DOWN,cancer vs normal,28289479,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
 ,lung adenocarcinoma,UP,treatment,25952770,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-451a,primary papillary thyroid carcinomas,DOWN,cancer vs normal,26871295,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-miR-483-5p, ,UP,cancer vs normal,27614046,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,
hsa-miR-130b-3p, ,UP,cancer vs normal,24498407,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-miR-21-5p, ,DOWN,treatment,29100302,leukemia,D007938,DOID_1240,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,
hsa-miR-21-3p, ,DOWN,treatment,29100302,leukemia,D007938,DOID_1240,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,
hsa-miR-125a-3p,multiple myeloma,UP,treatment,28052011,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-320c,multiple myeloma,UP,treatment,28052011,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-199a-3p, ,UP,cancer vs normal,28641313,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-199a-5p, ,UP,cancer vs normal,28641313,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-223-3p, ,UP,cancer vs normal,28641313,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-125b-5p, ,UP,cancer vs normal,28641313,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-27a-3p, ,UP,cancer vs normal,28641313,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-196a-5p, ,UP,cancer vs normal,28641313,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-23b-3p, ,UP,cancer vs normal,28641313,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-21-5p, ,UP,cancer vs normal,28641313,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-23a-3p, ,UP,cancer vs normal,28641313,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-20a-5p, ,UP,cancer vs normal,28641313,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-miR-26b-5p,"subtype1:CD133-positive, subtype2:CD133-negtive",DOWN,subtype1 vs subtype2,27816053,larynx cancer,D007822,DOID_2596,Cancer,larynx cancer,
hsa-miR-200c-3p,"subtype1:CD133-positive, subtype2:CD133-negtive",DOWN,subtype1 vs subtype2,27816053,larynx cancer,D007822,DOID_2596,Cancer,larynx cancer,
hsa-miR-203a-3p,"subtype1:CD133-positive, subtype2:CD133-negtive",DOWN,subtype1 vs subtype2,27816053,larynx cancer,D007822,DOID_2596,Cancer,larynx cancer,
hsa-miR-363-3p,"subtype1:CD133-positive, subtype2:CD133-negtive",DOWN,subtype1 vs subtype2,27816053,larynx cancer,D007822,DOID_2596,Cancer,larynx cancer,
hsa-miR-1825,"subtype1:CD133-positive, subtype2:CD133-negtive",UP,subtype1 vs subtype2,27816053,larynx cancer,D007822,DOID_2596,Cancer,larynx cancer,
hsa-miR-28-5p,"subtype1:anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer, subtype2:anaplastic lymphoma kinase (ALK)-negative non-small cell lung cancer",DOWN,subtype1 vs subtype2,28514730,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
